Metric,Value
Jam_Tau_Mean,2.498554505458467
Jam_Tau_Std,0.14617460945632288
Congestion_OLS_Beta,0.07526773320398848
Congestion_ODR_Beta,0.08050991495309642
Congestion_ODR_Err,0.07994219316793627
Trip_Alpha_Mean,3.0000000000000004
Trip_Alpha_Std,0.15566235649883126
