noise_level,mae,bias,std
0.02,0.007441059581762542,-0.0005900166903519821,0.009294898713175351
0.05,0.019607084069701387,0.00371724122762906,0.023545498588527725
0.1,0.042815604336326946,0.0008505985727432685,0.05438423991582795
0.15,0.05214118083651197,0.006094849995537026,0.06658926891085042
0.2,0.06931513585694293,-0.02015788212557874,0.08595231030821313
0.3,0.10514742642721632,-0.0054138916177610885,0.13885367186730674
