class,alpha_true,alpha_estimated,r_squared
diffusive,1.9664833026773616,1.9311398381921856,0.9998260484558483
diffusive,2.072482937348583,2.0712688194656974,0.9981719053519397
diffusive,1.95959046881676,2.015513902307769,0.9994455778720167
diffusive,2.102196315506,2.0872897444176544,0.9997317247278469
diffusive,2.072923694931075,2.026160393881245,0.9998758176706752
diffusive,2.027391108684718,2.03637027188886,0.9994550227167429
diffusive,2.041687306259004,2.0304186862022786,0.9997108470097219
diffusive,1.9936122167168653,1.9849042970328292,0.9996970236376177
diffusive,1.9611520093228518,1.9648507499191465,0.9998610576884418
diffusive,2.141411039060678,2.1388965571781466,0.999969378283167
diffusive,2.053289172022704,2.107206437426069,0.9996788755023837
diffusive,2.0019545844798183,2.0232472477865504,0.999878869948414
diffusive,1.9236534696690888,1.929823859929404,0.9994417588204605
diffusive,2.1493709759005535,2.153911833315371,0.9989050508539871
diffusive,2.039763750177628,2.055315497127562,0.9996537697952049
diffusive,2.0407090383398834,2.02181727154902,0.9996901580105095
diffusive,2.10323893981264,2.153851448403551,0.9997619045277529
diffusive,2.0361914270730526,2.0534265936760865,0.9998645836926362
diffusive,2.007758538948639,2.0396697262205334,0.9999947722382135
diffusive,2.074754612578646,2.103185757907453,0.9994184920537034
diffusive,2.0331038902817213,1.98670943574105,0.999147209644244
diffusive,2.0808359549665707,2.102458197988796,0.9998996111369511
diffusive,2.180541684641978,2.1557516003611554,0.9997802507149877
diffusive,2.0280235946002496,2.037019890573177,0.9995168099996238
diffusive,1.9891472157435153,1.979573979093287,0.9999857154431819
diffusive,2.0229924345417936,2.0459034990319,0.9999918985121342
diffusive,1.99057309292351,2.0010559164212074,0.9989808293609336
diffusive,2.1295207072669644,2.118145623187313,0.999855268117124
diffusive,2.132270321998898,2.143366839406419,0.9996613730584005
diffusive,2.1190529643717677,2.139182519384201,0.9984219903709374
diffusive,1.9403027972098885,1.9225017632480537,0.999982416721129
diffusive,1.794651345134411,1.7949498327620284,0.999153513935098
diffusive,2.0103381996212093,2.02796973877641,0.9993791422792612
diffusive,1.8590784201975485,1.8596905801004355,0.9995664141348604
diffusive,1.9962436490633808,1.9838419953369992,0.9997702587395991
diffusive,1.8126759888180848,1.8043761736377801,0.999606769545602
diffusive,2.2040133885996918,2.216755758715203,0.9995371251791972
diffusive,1.9707242081227545,1.972673897614341,0.9998519179561871
diffusive,2.0281348347489576,2.023898380536066,0.9995960747019087
diffusive,2.1589441283561697,2.1303688049277354,0.99951926894964
diffusive,1.9772107441234166,1.958465502082334,0.999895369068471
diffusive,1.8924896951883245,1.8871239733441043,0.999907414495333
diffusive,1.9700450588800809,1.9501306505267337,0.999725837834254
diffusive,1.8834798000034711,1.8641138706806075,0.9999107726868726
diffusive,1.95042940534251,1.977796546767646,0.9991707158810225
diffusive,1.9787548297286943,2.0014461194888535,0.9998302841967757
diffusive,1.9399112824146187,1.927349993671294,0.9997774547761721
diffusive,1.8688456033963,1.8493716796020525,0.9997786107769334
diffusive,2.039488149000258,1.9740421873127874,0.998967612803023
diffusive,2.116858036427338,2.083302282901554,0.9998171711808984
diffusive,1.935817859605566,1.9364537989573545,0.9994756984338905
diffusive,1.9688532805100798,1.9565821532151721,0.9995951682177956
diffusive,1.8905505639165103,1.86772947717122,0.9991242349171675
diffusive,2.036992561300439,2.0185037823861998,0.9998018815500008
diffusive,1.9461215162152612,1.9374749581272337,0.9998065818914573
diffusive,1.927765259538497,1.9506759552978423,0.9985827751083756
diffusive,2.130062540105596,2.1192116820333116,0.9997075365244128
diffusive,2.050112927606458,2.070359607951032,0.9990234115882403
diffusive,1.9496277663170547,1.9289149792180011,0.9997521332061744
diffusive,1.9294683276084152,1.9282027456794748,0.9997596140620088
diffusive,1.9534049021927948,1.9645948401096978,0.9990335352684041
diffusive,1.9916866474278505,1.9986996682210456,0.9989226100337123
diffusive,2.0120198558746054,2.0336872696801715,0.9996486116164198
diffusive,2.0238498925673056,2.037068491438154,0.999904658009356
diffusive,1.8921684933370773,1.9414186110199754,0.9994766780291966
diffusive,1.9019235156337462,1.926439301311738,0.9995456781589881
diffusive,2.1313473161325236,2.1419341200048656,0.9998689939324008
diffusive,1.9872800616017556,1.9812250656478885,0.999714641140637
diffusive,2.0752891081493785,2.0750934071022886,0.9996784156336129
diffusive,1.9377328233447617,1.9162408011227015,0.9993536846833351
diffusive,2.035641258353438,2.0463394376952153,0.9987057098336253
diffusive,2.2116803054963854,2.2042980357723985,0.9998106610897862
diffusive,2.1196627120827243,2.101965280380628,0.9991812530084275
diffusive,1.9801430813119039,1.9969182394652323,0.9995794689227868
diffusive,1.9815123243754735,1.9742775021053256,0.9998299047590771
diffusive,1.9231564483096508,1.916512396137405,0.9997201029149733
diffusive,2.0505261343174204,2.047010265924428,0.999968633400755
diffusive,2.0314022602486115,1.9796005523316202,0.9993259070794506
diffusive,1.902263588251629,1.8973832216910111,0.9997398219823902
diffusive,1.833128613765387,1.8559497599271126,0.9994306433747456
diffusive,1.984967162623629,1.9544577639670215,0.9990536028330822
diffusive,1.9784611711139923,1.9980884684559905,0.9992598640795568
diffusive,2.064579764160371,2.0195737612831826,0.9998355430384958
diffusive,2.094988906824929,2.071231349953988,0.9996659140095252
diffusive,2.1498546360669852,2.140081165995963,0.9996339320237416
diffusive,1.9472346223821662,1.9594093049056238,0.9999075300341643
diffusive,1.8749783974105199,1.8949702941059514,0.9998923855910209
diffusive,2.0197313412290265,2.000641434487169,0.9998104562717736
diffusive,1.9010349033835636,1.905697731230677,0.999099989645771
diffusive,2.115291325620481,2.1665281845400477,0.9997117297356867
diffusive,1.9315757819484756,1.9271710130313116,0.9984981486333111
diffusive,1.886893137006503,1.8819243743430931,0.9994579715513753
diffusive,1.9913837895900506,2.008733865853143,0.9998622159372197
diffusive,2.018411939832817,2.0207115536358735,0.9987667797517353
diffusive,1.9734075805927567,2.0094559060146095,0.9990342757047396
diffusive,2.041208346487146,2.0374515989023525,0.9987050223909364
diffusive,1.9629977534162755,1.9767773013533967,0.9994726344406554
diffusive,1.8146267758780876,1.8363841108465455,0.999937284470675
diffusive,2.0447930732772948,2.0988601847581183,0.999254063137851
hierarchical,2.1809254199263326,2.191149620925274,0.9997815009534179
hierarchical,2.1334615361758997,2.134963017098459,0.999308042741613
hierarchical,2.239917036090408,2.2326459881331546,0.9996356030211028
hierarchical,2.2149802254185342,2.2156073479061775,0.9993581029742205
hierarchical,2.361282532166932,2.3877893378888153,0.9998198419704875
hierarchical,2.3748936113805925,2.420956858706284,0.9995015680001098
hierarchical,2.246176286992521,2.233748198887037,0.9993115176224332
hierarchical,2.2839961326420655,2.239795122374474,0.9998488331876236
hierarchical,2.3932895355193806,2.430297412601883,0.9988466166108873
hierarchical,2.136893237480502,2.1741963568719798,0.999613224554238
hierarchical,2.251712228070886,2.269295791572211,0.9999876923404979
hierarchical,2.3214925964776705,2.3350469059265433,0.9995783803832899
hierarchical,2.2404694302306014,2.27854748787504,0.9996363160627466
hierarchical,2.279283831090596,2.3030391055608295,0.9996336679989809
hierarchical,2.1663022041859445,2.155451908137414,0.9999046582098372
hierarchical,2.3983736043903563,2.3532502217282425,0.9998084723006164
hierarchical,2.352458468304761,2.344687233704942,0.9999085807025816
hierarchical,2.23030585398619,2.2026206784011038,0.9998734307236968
hierarchical,2.1913289188615273,2.2051283224371274,0.9995405240376817
hierarchical,2.19522250538609,2.231758672967252,0.9995233079360056
hierarchical,2.322442003838225,2.2725019295342905,0.9999248840288676
hierarchical,2.349319568848988,2.325700333186314,0.9995775539634902
hierarchical,2.3804942573637344,2.351131610656061,0.9995169590965592
hierarchical,2.2788110468801754,2.26395215961807,0.9999327309159408
hierarchical,2.137608215743003,2.17652565521597,0.9999545331250334
hierarchical,2.343297292804363,2.320599552944407,0.9997722159088352
hierarchical,2.3000559992339693,2.2657093217517974,0.9993241931768283
hierarchical,2.3408610747563916,2.271570736832538,0.9991712282863735
hierarchical,2.296693199863823,2.279564707062073,0.9994701918481165
hierarchical,2.200866560776575,2.181515652795773,0.9996718676310807
hierarchical,2.2924972999603197,2.3314152173872795,0.999967550440002
hierarchical,2.416264805868619,2.3859313260183646,0.9993096526768871
hierarchical,2.391090703503375,2.3222757006268115,0.9999105477963243
hierarchical,2.318845359642928,2.3441065158826238,0.9994934931580677
hierarchical,2.2550349806157186,2.27496881290521,0.9999611033817473
hierarchical,2.477729476803045,2.4565975391766646,0.9996221994883451
hierarchical,2.357751695460721,2.3601189198220838,0.9985292450943459
hierarchical,2.300942636056377,2.282774062072742,0.9999046362096459
hierarchical,2.2920623859979687,2.3388615890088493,0.9999808216597315
hierarchical,2.242629685570735,2.2136515114237927,0.9991535672056949
hierarchical,2.3011369908798494,2.2859983126522057,0.9993675302590339
hierarchical,2.4834134564362387,2.4764985533279993,0.9996770511267153
hierarchical,2.186901261151441,2.133007427641851,0.9998166468200924
hierarchical,2.3913607217568034,2.360031729094605,0.9994597397329636
hierarchical,2.248453072691614,2.210236246568785,0.9998549618100913
hierarchical,2.3628102969833704,2.3784779265663816,0.9995748576386861
hierarchical,2.2745392013986114,2.2432331550380784,0.9993510899412348
hierarchical,2.271971728692282,2.2678932296226564,0.9996601911637767
hierarchical,2.3571102628591367,2.3572127134997682,0.9998569237181538
hierarchical,2.3609951387331973,2.362520788655096,0.9995754606027367
hierarchical,2.427626398787355,2.4567072386479776,0.9998143977189361
hierarchical,2.1967466723790587,2.2377277698307427,0.99936574460699
hierarchical,2.312272890770548,2.3358646145126762,0.9999586106330411
hierarchical,2.297660603975605,2.26876669361359,0.9990205542481241
hierarchical,2.34203098174852,2.3794542290156535,0.9994232947973871
hierarchical,2.3785126585460055,2.38626979132558,0.9989486877093897
hierarchical,2.1429524954632027,2.1758600758021376,0.9998435243534055
hierarchical,2.2052469259027885,2.231710714036818,0.9993431486497394
hierarchical,2.2995857415055845,2.299428416815611,0.9999337665464952
hierarchical,2.346133071303542,2.3427391127471653,0.9996497590531537
hierarchical,2.5523373331399557,2.4972833004863855,0.9994365432765348
hierarchical,2.208273835782271,2.1979796278063795,0.9997763689436369
hierarchical,2.480685888414651,2.523914592002921,0.9998466406297306
hierarchical,2.3717738706658977,2.3931054600713844,0.9998192469764262
hierarchical,2.2408784380757623,2.271172046313125,0.9993895971193689
hierarchical,2.2634867062204216,2.2225925368925,0.9989907181590442
hierarchical,2.2530869283872534,2.1980653409720663,0.9997433337022017
hierarchical,2.2901391600995322,2.3153865750322926,0.9995954155137758
hierarchical,2.2304319255833485,2.2575596202372115,0.9998141554559528
hierarchical,2.2882589699655127,2.2771090820064397,0.9998366232102613
hierarchical,2.472832938056633,2.4904983580616147,0.9998659790994513
hierarchical,2.3467090943993574,2.3201478561850677,0.9996107061650116
hierarchical,2.3679381373011905,2.4049096251636333,0.9999510944822888
hierarchical,2.243783765806527,2.2265622478531566,0.9997235220449144
hierarchical,2.1585536988633676,2.2018236424830078,0.9997317287269329
hierarchical,2.3343554577039933,2.356500219720127,0.9990267755392707
hierarchical,2.343737267417967,2.332750725802341,0.9995704544554657
hierarchical,2.3452274377648576,2.357381903280473,0.9995566046108422
hierarchical,2.376117403905164,2.3752834827847344,0.9998307053297473
hierarchical,2.175712841393686,2.1618243160280266,0.9992517805468952
hierarchical,2.384104127696162,2.3821174540763734,0.9997108072889217
hierarchical,2.3906870534610283,2.4031479069820154,0.9995450177582875
hierarchical,2.1799181000164958,2.170784042803331,0.99890813298629
hierarchical,2.3046461273154186,2.3036564381422844,0.9988020934015975
hierarchical,2.2715489695660778,2.281665720525682,0.9986577501485258
hierarchical,2.3838014054536307,2.3835348136439176,0.9997920237700206
hierarchical,2.3846771109008245,2.3704944822741028,0.9998550295520083
hierarchical,2.3949263174282307,2.3703540901140987,0.9997903623515012
hierarchical,2.325149366994199,2.3526517673345624,0.9999767866267365
hierarchical,2.1673122440632975,2.1778168033923158,0.9996979571508052
hierarchical,2.343984288647283,2.381845734868309,0.999675173695329
hierarchical,2.2688292407532784,2.269023980323159,0.9992939452902699
hierarchical,2.26726744249276,2.2703992297245223,0.9999607721332241
hierarchical,2.239219001997034,2.273117167267976,0.9998558303851923
hierarchical,2.1891235104595004,2.2191631354800103,0.9991516633735652
hierarchical,2.3707791614155016,2.35426579652113,0.9998591272706826
hierarchical,2.245720102828303,2.2032719066248863,0.9995334675186146
hierarchical,2.209193302924003,2.217947400790582,0.9996308622548259
hierarchical,2.3758847765838795,2.3875249511772987,0.9994171406382603
hierarchical,2.2827373646991522,2.2751306087700582,0.9998877531070971
hierarchical,2.2236893646554523,2.2080533089353045,0.9991158774114961
hierarchical,2.385604809477551,2.39224902016694,0.9998466638658795
hierarchical,2.22273631103469,2.189575339880819,0.9999515229156963
hierarchical,2.3606795025059633,2.3322438273505677,0.9992322490984629
hierarchical,2.2922778288401573,2.2926148151381756,0.9992212583497889
hierarchical,2.34174470344108,2.365270769578045,0.9996630921309281
hierarchical,2.3670687170726232,2.33795941840171,0.9993995981169954
hierarchical,2.1644458138835874,2.1188619987714725,0.9993767760855062
hierarchical,2.1313123048626945,2.141493804948412,0.9996831767120763
hierarchical,2.537446628328399,2.4901637728867656,0.9997901606311224
hierarchical,2.2834575947818103,2.284832201803953,0.9993191198659582
hierarchical,2.3603917041483373,2.3841248455449082,0.999442931632217
hierarchical,2.2726867856280744,2.3108368289847263,0.9997837410895443
hierarchical,2.496206836189853,2.5175374149151866,0.9996408838546945
hierarchical,2.51842306017549,2.497132192097117,0.9995233611654155
hierarchical,2.259449663344591,2.2375775756770815,0.9997259684733343
hierarchical,2.1565419139095647,2.176854108373175,0.9998930757075849
hierarchical,2.3552124584729843,2.373499940119679,0.9992576794396182
hierarchical,2.3653368383795885,2.40185700777907,0.9998673099272457
hierarchical,2.227546773096575,2.2312246307067265,0.9997178062064388
hierarchical,2.2992291348517755,2.2864314361418603,0.9998472775315076
hierarchical,2.134122537491397,2.12761422626607,0.9995499868836577
hierarchical,2.3505389011732136,2.3564349893747036,0.999530486944593
hierarchical,2.3365181040302643,2.3252223901753952,0.9996447828007342
hierarchical,2.2971510875489605,2.25033912104841,0.9996421664677808
hierarchical,2.3854437751140556,2.363507647898002,0.9995751264621694
hierarchical,2.338211717059252,2.3803778513891176,0.9996817779931246
hierarchical,2.137767938670623,2.140542464422642,0.9994986678031559
hierarchical,2.458689965703309,2.454326757026079,0.9995506865707594
hierarchical,2.3505538876903205,2.3255501248532444,0.9992987611459752
hierarchical,2.155261866653691,2.172242571707147,0.9993920608543477
hierarchical,2.5040346598906487,2.4897458966735404,0.9996567120449911
hierarchical,2.257185466900719,2.2402063511646166,0.9996492719310934
hierarchical,2.3619349295434695,2.381452267168522,0.9997879329754932
hierarchical,2.1636132066370655,2.1208129577855375,0.99982934612634
hierarchical,2.2366360134089422,2.2339443904989116,0.9993973863732325
hierarchical,2.3726870523744936,2.3815000801029975,0.9999314154598126
hierarchical,2.189985758372896,2.180617311773896,0.9995080901677044
hierarchical,2.3036603656563077,2.3066821358145297,0.9995346196902887
hierarchical,2.2496643261950524,2.287597054251442,0.9993989560202113
hierarchical,2.3817534509845295,2.3956651261856727,0.9995398646501562
hierarchical,2.222900098718127,2.2448522719030803,0.9997242590372323
hierarchical,2.304226306496498,2.364256156941014,0.9997427458833583
hierarchical,2.2961738717535845,2.2842482558948283,0.9992700171789932
hierarchical,2.3392044503868505,2.3428273337529295,0.9996341675303247
hierarchical,2.3788754043885447,2.394874405301473,0.9997753314931499
hierarchical,2.3231541068813804,2.3690609896248094,0.9995896129072792
hierarchical,2.3455175669868824,2.3729505146867638,0.999775983270005
hierarchical,2.2113334965315623,2.2218257996801167,0.9999112877109488
hierarchical,2.401294288466978,2.383386757496345,0.9995542312776332
hierarchical,2.237062578879354,2.231073792433059,0.9998641205553747
hierarchical,2.5166959267246964,2.465143940016068,0.9997407341725671
hierarchical,2.245119497722283,2.2655255258823916,0.9995158195359956
hierarchical,2.257799410329092,2.2551563958688923,0.999893340822704
hierarchical,2.154538525142284,2.0877949468680193,0.9996051633742002
hierarchical,2.2938633959900083,2.2650452045011216,0.9998452453644883
hierarchical,2.299848549705195,2.291264493511908,0.9999500718507834
hierarchical,2.2542183030409815,2.2558943024138918,0.999949077524657
hierarchical,2.2184212274831427,2.2076016586516913,0.9991463563674255
hierarchical,2.1878031880050584,2.2204849712045975,0.9993156645405136
hierarchical,2.3618462392388215,2.364176114113984,0.9998964173858964
hierarchical,2.149585146905202,2.147559498926262,0.9986210228783357
hierarchical,2.362547600030405,2.4114116480484977,0.9993187315877017
hierarchical,2.220217787855722,2.222992814404143,0.9988224714699685
hierarchical,2.2917113016125135,2.318714149530531,0.9997977309304175
hierarchical,2.275868509625527,2.2297245553703418,0.9998627630634807
hierarchical,2.372559017548232,2.406314204583311,0.9996571330399127
hierarchical,2.1640798731336677,2.166162816249417,0.999193108412048
hierarchical,2.4514247599980887,2.4680679234501515,0.9989707489105526
hierarchical,2.2275080657108397,2.2082442939878293,0.9992641950650092
hierarchical,2.225289724633293,2.2237877844357095,0.9995600076821839
hierarchical,2.3066141115149,2.2910109350536096,0.9997185189884088
hierarchical,2.236955480920682,2.2620704719641784,0.9999448596857893
hierarchical,2.3105075971208295,2.3232549327718086,0.9997832724316237
hierarchical,2.3259419991263157,2.338427963290025,0.9995856494752932
hierarchical,2.3834055451849365,2.4109704818530635,0.9990190110268223
hierarchical,2.30811245834185,2.281749006359895,0.9999274944325147
hierarchical,2.3452496456102683,2.299581982561887,0.9998373845081752
hierarchical,2.3799246457517245,2.3805700907621032,0.9999526827125811
hierarchical,2.323654219361486,2.3695836923979647,0.9998905653659317
hierarchical,2.2501808079298558,2.224755099730571,0.9994214126920722
hierarchical,2.4209893960019104,2.3887201163198153,0.9993229287662291
hierarchical,2.3764158299931895,2.4001918146960155,0.999732693711888
hierarchical,2.2340940309485458,2.2283279050450537,0.999113777024678
hierarchical,2.207015205160735,2.200789727387807,0.9997979552055134
hierarchical,2.373334800717818,2.4173863747589355,0.999656222444007
hierarchical,2.2279721423412067,2.2192045385011054,0.9985757286291335
hierarchical,2.121095484575368,2.1171166916825626,0.9999213248254016
hierarchical,2.252611713021428,2.2024574824561296,0.9992720677933006
hierarchical,2.3579577847113846,2.3575347072558053,0.9996057637684465
hierarchical,2.308533977579489,2.2731658462874473,0.9998478780111891
hierarchical,2.2450649908798668,2.265808657203875,0.9994924854068864
hierarchical,2.3629085409013997,2.330795069802336,0.9995388888943911
hierarchical,2.37422099624265,2.3948557803022537,0.9996112185135154
hierarchical,2.2008805782375442,2.1601087097898737,0.9994321917337263
hierarchical,2.1512845764290227,2.2035037768796983,0.9997625050528179
hierarchical,2.356340995082213,2.3555122932567216,0.99968970746999
hierarchical,2.2705905691611363,2.2671520324407344,0.99871769958911
hierarchical,2.2964683140405104,2.311302574689188,0.9995113475506197
hierarchical,2.4675129939690224,2.4846330049570033,0.9998058762393557
guided,1.6929366020348025,1.6942620820057461,0.9996547674467807
guided,1.6323660284236454,1.5955842990008193,0.9997565787770838
guided,1.7673768834336259,1.746428706748144,0.9980444787018861
guided,1.5655653995169447,1.5758102438390302,0.9997478278960761
guided,1.6773824712319239,1.6646285209917338,0.998847277837241
guided,1.5555358746931585,1.6258119608598767,0.9999558046941911
guided,1.6704519186099218,1.6011657491713294,0.9966655542975578
guided,1.7568769695339448,1.7752989476045915,0.9999224649382736
guided,1.6826185149530628,1.6718123230768196,0.9998469347440699
guided,1.6430369923453623,1.655132231493171,0.9987417624715798
guided,1.6614441020037514,1.6720402012190432,0.9994425849207232
guided,1.5946530965926722,1.5972014498626785,0.9994535092589341
guided,1.8485216584147117,1.856598004231618,0.998602052475538
guided,1.6217458713673554,1.5710118817447702,0.9995151907169294
guided,1.6278303545984556,1.6027384502814053,0.9994542148626102
guided,1.7559661570324367,1.7873588390434971,0.9995048575987985
guided,1.6600177316404532,1.625210580835789,0.9993503804696529
guided,1.4774064582041921,1.4439582248557274,0.9973888820998366
guided,1.6743405164210476,1.6827887575895606,0.9996855233335028
guided,1.643332940703856,1.613436735592458,0.9999314875253581
guided,1.7742288507578303,1.7725310544960038,0.9996986379074166
guided,1.8900888789603685,1.8783412234915318,0.9988957719526482
guided,1.6082384010893667,1.6235039756007605,0.9997500617947654
guided,1.6718976802723946,1.6369401216094255,0.9988496332009297
guided,1.7921936601285355,1.8024413976582674,0.9992625570330789
guided,1.672888485163809,1.6475881917001118,0.9992001905637421
guided,1.7847928753355282,1.7987724940937346,0.9996700503226321
guided,1.6163812885461675,1.6171927580895102,0.9999191708468468
guided,1.4984778094567623,1.4640723441224721,0.9983989451654146
guided,1.6243219632979131,1.6045848068516049,0.9994825027109182
guided,1.7585812983554656,1.7924116694544727,0.9995529446510929
guided,1.592949186536458,1.610638845413308,0.9989887860266536
guided,1.6304170053607725,1.6999113384609237,0.9998151851729777
guided,1.8196133717091107,1.7919712855620649,0.998341062549599
guided,1.6731967412672388,1.6868345237515916,0.998611822920206
guided,1.5882858238795388,1.6092220965051531,0.9999533890812546
guided,1.648460620188458,1.6370432526792116,0.998799615702289
guided,1.8043776956401754,1.7871628995943138,0.999396276787433
guided,1.605524714799111,1.6184195023750834,0.9997627795926984
guided,1.7494497531780322,1.7780392825709257,0.9995549627954462
guided,1.5943729592251894,1.5868923063917222,0.9998793057148452
guided,1.7652080237354908,1.764741217881366,0.9986763030568919
guided,1.5831509107900732,1.52843415432998,0.9998291263901863
