class,alpha_true,alpha_estimated,r_squared
guided,1.8334946728383643,1.8806520910984557,0.9995405939193338
guided,1.8361037360932806,1.8664040805382256,0.9987479667159396
guided,1.831609945185048,1.8548250816414211,0.9998616822303792
guided,1.5812869667716676,1.5813932086908673,0.9995527011472795
guided,1.7165025262438711,1.6865238251173977,0.9981213177064743
guided,1.909975254799599,1.8635988672965627,0.9989843820733986
guided,1.9232346033185739,1.9092927730500162,0.9986239961656374
guided,1.6708978526914706,1.680864529023671,0.9982888740233551
guided,1.559156850963164,1.5324261758439461,0.999886951542766
guided,1.610014202836473,1.607546677082711,0.9996611542165498
guided,1.7596008672986119,1.7779223698056554,0.9997209647044863
guided,1.7362024550988466,1.7689329212945661,0.9980558370824022
guided,1.6712297111870884,1.7004371997485237,0.9991455921679918
guided,1.8281495399253411,1.8114532718320222,0.99887336827939
guided,1.595507496537775,1.6119707336440012,0.9998862431506569
guided,1.7439485827995764,1.7408201530591576,0.9999120326126498
guided,1.647721878343383,1.6506255398679566,0.999429635627797
guided,1.7000160507407085,1.6885859757327168,0.9998040276340334
guided,1.6097089992952072,1.5793190404379582,0.9997375455490163
guided,1.6158492541088467,1.5913077246123828,0.9997832521772311
guided,1.6041920620358638,1.6248645548183596,0.9985568315180597
guided,1.6627743479874295,1.6579460931948706,0.9997970932088437
guided,1.7091480005977568,1.7340133425434598,0.9993598611900834
guided,1.5378547375447778,1.5128239788142317,0.9992020013918664
guided,1.6174787124454284,1.6398058409902354,0.9983388196698332
guided,1.6715860445311033,1.68744902564645,0.9991488892482424
guided,1.711274893807675,1.692400633920942,0.9991463040275202
guided,1.6498242238830279,1.6203579531343244,0.999400716373638
guided,1.6708836229573658,1.6316763089142579,0.998832787162077
guided,1.6682771611778524,1.6862492889039387,0.9994306051267963
guided,1.6153653008487339,1.620101080388047,0.9993475852588867
guided,1.7134583284812246,1.7116290341291673,0.9998594209791833
guided,1.5664308478306923,1.5263350421911845,0.9990523524713625
guided,1.6775080460444647,1.6440924450602203,0.9995634481296181
guided,1.6519640327508645,1.6828328411398599,0.9996173865109566
guided,1.7014655909870127,1.647821839832736,0.9990923101690818
guided,1.5579698219929305,1.5884920774607023,0.9993624342850976
guided,1.651236092650142,1.6935765050269924,0.9998760256172122
guided,1.703322323851696,1.7314449760325756,0.9991809202012355
guided,1.6591327654293957,1.6569778130402117,0.9999673360911225
guided,1.6232652514061834,1.603913146795368,0.9998402217856226
guided,1.5040818391264024,1.5030234342867872,0.9993408811422241
guided,1.6916667799375653,1.7018344821624705,0.9993157657722239
guided,1.7939319890232455,1.8119188492875653,0.999904756156887
guided,1.6925062428276276,1.6541219749469052,0.9995057331726286
guided,1.5897915435223935,1.6036680009746043,0.9987646661785837
guided,1.804520758203225,1.8583344525240022,0.9990005540119172
guided,1.4812619085023957,1.472885484381142,0.9975336436997808
guided,1.6232492963326188,1.6104562226125938,0.9997875735255054
guided,1.6552775640322475,1.6181942220878165,0.9984278306624552
guided,1.6438643262476051,1.6283286397896022,0.9996309977909948
guided,1.6308665138837224,1.6684890070762264,0.9988223225429589
guided,1.66484866232411,1.6414900752153903,0.9990756472419579
guided,1.7133678838237623,1.7189070513724545,0.9998601992325741
guided,1.7781008954607151,1.770889730928452,0.9998114732583776
guided,1.7466455972969412,1.7514465793395393,0.9996876264401193
guided,1.6683342235263356,1.6935473656953908,0.9998539262060628
guided,1.8814649167323076,1.887243732463094,0.9996704793744338
guided,1.7834989427378585,1.797536694222201,0.9994744949312401
guided,1.6120326186585363,1.6449318621549258,0.9991967471944148
guided,1.6721321097160442,1.665013545782244,0.9980352965473686
guided,1.8090979027619465,1.8096969611903584,0.999660629466583
guided,1.768684697706372,1.7309481006515517,0.9982284356864299
guided,1.552438725361706,1.5933177337507187,0.9989428058398132
guided,1.6779790470365923,1.652291558662795,0.9992167858631632
guided,1.7286015807634625,1.7146032712291568,0.9996593150082532
guided,1.7273594573261677,1.6821424323131575,0.9985537897583138
guided,1.4587449182080188,1.467147309462994,0.9991520610950588
guided,1.7427837860536044,1.7563004509200593,0.9988228500853799
guided,1.743199656336961,1.7264361825150774,0.9997316336423776
guided,1.704323168964489,1.6775848301004375,0.9990367521765784
guided,1.634136791904497,1.6710979069566954,0.9992110578006419
guided,1.604108590999401,1.6140646585257108,0.9986123869407425
guided,1.7555858459317406,1.772584021944531,0.999534740341231
guided,1.5642301273132448,1.5861892994238396,0.999107740774551
guided,1.6150719038089907,1.6042340685229883,0.9961931439938986
guided,1.7100675503098934,1.732100642702085,0.9993151549005357
guided,1.7986761617482823,1.8418773692579766,0.9996958179235446
guided,1.7585991768978781,1.797376271357658,0.999846127149594
guided,1.584673982732474,1.5731089394290316,0.9996496791825197
guided,1.8017174214170155,1.7771984274122203,0.9998978375397343
guided,1.7787273694816221,1.7684055936459442,0.9989520119843768
guided,1.8930658259056259,1.8958026578167817,0.9987309259654394
guided,1.5996212184536363,1.6182742927188254,0.9972052445140787
guided,1.7523684741379164,1.7428649062169865,0.9999379468709971
guided,1.7460045390883556,1.7957142246475224,0.9994821455843284
guided,1.7142621392668882,1.7378602160157601,0.9998705946921671
guided,1.6982631992490902,1.7165604070245088,0.9994598935876678
guided,1.768834703703802,1.751805161932261,0.9996616183795501
guided,1.8858802635580516,1.9158843285410794,0.9994496088778819
guided,1.821866521078892,1.8528182194931873,0.9990572465496853
guided,1.6583208348861658,1.63831146001553,0.9997183682151458
guided,1.6717206789890675,1.6707409833899944,0.9993901672111812
guided,1.6427524976188408,1.6451455269829793,0.9986395717219908
guided,1.8466311802917859,1.8497865999129317,0.9995043089286815
guided,1.7662678357686163,1.7638948344200958,0.9997897246394174
guided,1.841484013645926,1.8497695575086186,0.9992034736942407
guided,1.6579066435416234,1.6652594298850738,0.9991618437792579
guided,1.867009390058309,1.8584447867902956,0.9995570917498914
guided,1.7019259309031212,1.7340196554860068,0.9995509645230994
guided,1.701721958273056,1.7538459204924617,0.9983192088699884
guided,1.6946766332436567,1.705484570636262,0.999003841167575
guided,1.7712662032127007,1.7680953890686375,0.9994997985999489
guided,1.6220543798747766,1.6187287931646146,0.9990379746658299
guided,1.773556689830257,1.7229405365908943,0.9995546605229498
guided,1.6422779043617886,1.6796913434542577,0.9996692082468436
guided,1.6832863915837164,1.7347326462428034,0.9994732130862053
guided,1.814189653696801,1.847654835134555,0.9985926323790447
guided,1.7761430624060892,1.7293897096854576,0.9995723352034926
guided,1.6002856453214314,1.5726256784469872,0.9997600572275757
guided,1.5862399795035764,1.5843602446067864,0.9998195011417431
guided,1.7170705482754507,1.6889450913905715,0.9982357242752397
guided,1.6850189281254209,1.6949055288262913,0.9995902211048817
guided,1.7344000106305035,1.704574816264799,0.9998011210703228
guided,1.7641625232441207,1.7492321679594942,0.9996270761455012
guided,1.7934717745828492,1.8103627815699903,0.9992078088083441
guided,1.7357162585701271,1.719185141705017,0.9994147286747744
guided,1.7967429419154057,1.7870499213313806,0.9993867533428201
guided,1.5240712979959423,1.513419902835618,0.9984584764068449
guided,1.5708192546332884,1.5775173719742688,0.9996531412455398
guided,1.5277277518434644,1.5359322833354798,0.9988503300106563
guided,1.7931011854869103,1.763019856569698,0.9993118227458848
guided,1.692087777761549,1.6756852833038052,0.9988599969869449
guided,1.6591103825010505,1.6595805765786389,0.999627475285312
guided,1.713642691806728,1.680126925336171,0.9983399284056007
guided,1.5557111425942307,1.5808849520828212,0.9987354638619435
guided,1.8551377721009492,1.824619439407382,0.9982827909461713
guided,1.526623290999175,1.4872208299048395,0.9983030115129382
guided,1.6372337303973303,1.658834601989338,0.9959059490849981
guided,1.8815677455080315,1.8672216780329218,0.9994082341374365
guided,1.658310036388061,1.6682764301899198,0.9994380637903021
guided,1.720688252975679,1.69916048708871,0.9984968428908548
guided,1.619960889570331,1.5910737564815387,0.998974650036538
guided,1.5482048868156748,1.5578782740058263,0.999330690130945
guided,1.6810942079147626,1.6496535799216598,0.9998815400767948
guided,1.5870184969735437,1.55246855350968,0.9996646138105711
guided,1.5243769765520423,1.5382015613073932,0.9999656059894921
guided,1.7643734001192108,1.7762205320398177,0.9998578630535706
guided,1.6161551749102425,1.5934637261741267,0.9994386943793792
guided,1.7041681207216908,1.7333356044851174,0.9995074805676957
guided,1.7193022132717943,1.674946942459689,0.9998420925429804
guided,1.714599591431264,1.7222102359770484,0.9995076228183823
guided,1.6500037502791365,1.6410184866820217,0.9996195930957591
guided,1.5997890895366225,1.5679552012251434,0.9982624336130629
guided,1.7104046481039086,1.762954176218859,0.9996535353981103
guided,1.7326563015863055,1.7326857422999569,0.9995899898604327
guided,1.7898627866730485,1.8291233104171167,0.998936854513125
guided,1.6115619784637796,1.5966018691067037,0.9997100067771665
guided,1.606800887471646,1.6369674315930716,0.9997200671479467
guided,1.9979854516737148,1.9316632637687339,0.9998273390584217
guided,1.68413589739569,1.6788564483262807,0.9993129282682132
guided,1.6851379616568545,1.643635065510636,0.9996911962582619
guided,1.7489811254794012,1.7201734612501427,0.9997602616920989
guided,1.600347158338144,1.6008203750150913,0.9993521535266873
guided,1.5699264929612664,1.5795428400728928,0.999000253236263
guided,1.5380310134483373,1.5272922290519892,0.9999465253001738
guided,1.7049297425217158,1.7137329650216573,0.9998716754150713
