name,n_points,r_max,v_max,slope_full,slope_err,alpha_full,r2_full,slope_inner,alpha_inner,slope_outer,alpha_outer,struct_proxy,bar_ratio
ESO079-G014,15,16.67,178.0,0.49753381496841387,0.01662577004330508,1.0049323700631723,0.9714247598005947,0.5320722025113309,0.9358555949773382,0.2960208109329201,1.4079583781341598,0.45069908963722166,0.8163540815047935
NGC2976,27,2.27,88.7,0.8592072124710489,0.007360736611326613,0.28158557505790216,0.9864287215307763,0.9166056048494203,0.16678879030115934,0.7181199357220364,0.5637601285559273,0.2942700129103455,1.0401401942273232
PGC51017,6,3.63,20.5,-0.059931676085283915,0.00591224835685898,2.119863352170568,0.8850479712924854,-0.03747879291739499,2.07495758583479,-0.05963871059581992,2.1192774211916396,1.0539287978558052,1.057349542013123
UGC07603,12,4.11,64.0,0.3082871742833375,0.03404950085245878,1.383425651433325,0.8093654904146232,0.6265538822261111,0.7468922355477778,0.12079617443642326,1.7584076511271536,1.3671959617557927,0.5682229287274428
F583-4,12,7.29,69.9,0.38951426435999936,0.013959930331911764,1.2209714712800013,0.9112008091384952,0.4879707617639734,1.024058476472053,0.4138801693456163,1.1722396613087676,0.5064494709548294,0.6579796524348269
F571-8,13,15.55,144.0,0.4838720703251417,0.017079944076448566,1.0322558593497166,0.9301683377614156,0.5685967855877986,0.8628064288244028,0.31498568877366995,1.37002862245266,0.9814533139948846,0.8852723650596562
NGC7793,46,7.87,116.0,0.3742054954274293,0.004945428139944153,1.2515890091451414,0.8073657281397765,0.5522064645766767,0.8955870708466467,0.2032383131068735,1.5935233737862529,0.6804944635094708,0.9668362450090425
NGC3917,17,14.86,138.0,0.25954107987758634,0.026279811053307463,1.4809178402448273,0.5756591259145709,0.622038957289381,0.7559220854212381,0.024830705162490172,1.9503385896750196,0.8674796349953694,0.8023817181849524
UGC03546,30,29.23,262.0,-0.0634447526520859,0.001717674761231803,2.1268895053041716,0.8447194021323752,-0.0894164934710243,2.1788329869420484,-0.040844789112235005,2.08168957822447,1.0009707591369648,1.1886152024380958
UGC02885,19,74.07,305.0,0.0502406621747254,0.004673602978308696,1.899518675650549,-0.16672465325860863,0.016078179072637137,1.9678436418547258,0.09850673188551737,1.8029865362289652,0.9786436624467794,0.8109029697696791
UGC02455,8,4.03,61.0,0.6347903666553365,0.03242898985883989,0.730419266689327,0.9633648760578603,0.47211960534420266,1.0557607893115946,0.9861690638810829,0.027661872237834118,0.9565378815475868,1.8857456842496443
