z,alpha,epsilon,N_dyn,M_halo,M_star_target,A_available,A_needed,feasible,margin
20,0.75,0.1,7,1000000000000.0,10000000000.0,19.92514091491101,0.08923540577207964,True,100.0
20,0.75,0.1,7,1000000000000.0,30000000000.0,19.92514091491101,0.28752804131023335,True,69.29807897732115
20,0.75,0.1,7,1000000000000.0,100000000000.0,19.92514091491101,1.3737791228903133,True,14.503889732281143
20,0.75,0.1,7,5000000000000.0,10000000000.0,19.92514091491101,0.017383427814509755,True,100.0
20,0.75,0.1,7,5000000000000.0,30000000000.0,19.92514091491101,0.05283352020996911,True,100.0
20,0.75,0.1,7,5000000000000.0,100000000000.0,19.92514091491101,0.18476002360548596,True,100.0
20,0.75,0.1,10,100000000000.0,10000000000.0,19.92514091491101,0.9616453860232191,True,20.719842474687354
20,0.75,0.1,10,100000000000.0,30000000000.0,19.92514091491101,inf,False,0.0
20,0.75,0.1,10,100000000000.0,100000000000.0,19.92514091491101,inf,False,0.0
20,0.75,0.1,10,500000000000.0,10000000000.0,19.92514091491101,0.12933201652384016,True,100.0
20,0.75,0.1,10,500000000000.0,30000000000.0,19.92514091491101,0.4570353740568053,True,43.59649612687201
20,0.75,0.1,10,500000000000.0,100000000000.0,19.92514091491101,inf,False,0.0
20,0.75,0.1,10,1000000000000.0,10000000000.0,19.92514091491101,0.06246478404045574,True,100.0
20,0.75,0.1,10,1000000000000.0,30000000000.0,19.92514091491101,0.2012696289171633,True,98.9972556818874
20,0.75,0.1,10,1000000000000.0,100000000000.0,19.92514091491101,0.9616453860232191,True,20.719842474687354
20,0.75,0.1,10,5000000000000.0,10000000000.0,19.92514091491101,0.012168399470156827,True,100.0
20,0.75,0.1,10,5000000000000.0,30000000000.0,19.92514091491101,0.036983464146978375,True,100.0
20,0.75,0.1,10,5000000000000.0,100000000000.0,19.92514091491101,0.12933201652384016,True,100.0
20,1.0,0.01,3,100000000000.0,10000000000.0,54.017589727791446,33.60400263508838,True,1.6074748688237441
20,1.0,0.01,3,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,3,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,3,500000000000.0,10000000000.0,54.017589727791446,4.519413795599994,True,11.952344301905223
20,1.0,0.01,3,500000000000.0,30000000000.0,54.017589727791446,15.970770657618129,True,3.382278218491906
20,1.0,0.01,3,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,3,1000000000000.0,10000000000.0,54.017589727791446,2.182786709117553,True,24.74707652477389
20,1.0,0.01,3,1000000000000.0,30000000000.0,54.017589727791446,7.033221641571221,True,7.680347994226429
20,1.0,0.01,3,1000000000000.0,100000000000.0,54.017589727791446,33.60400263508838,True,1.6074748688237441
20,1.0,0.01,3,5000000000000.0,10000000000.0,54.017589727791446,0.42521592034143535,True,100.0
20,1.0,0.01,3,5000000000000.0,30000000000.0,54.017589727791446,1.2923604113457998,True,41.79762027184059
20,1.0,0.01,3,5000000000000.0,100000000000.0,54.017589727791446,4.519413795599994,True,11.952344301905223
20,1.0,0.01,5,100000000000.0,10000000000.0,54.017589727791446,20.16240158105303,True,2.6791247813729067
20,1.0,0.01,5,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,5,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,5,500000000000.0,10000000000.0,54.017589727791446,2.7116482773599966,True,19.920573836508705
20,1.0,0.01,5,500000000000.0,30000000000.0,54.017589727791446,9.582462394570877,True,5.637130364153176
20,1.0,0.01,5,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,5,1000000000000.0,10000000000.0,54.017589727791446,1.3096720254705316,True,41.24512754128982
20,1.0,0.01,5,1000000000000.0,30000000000.0,54.017589727791446,4.219932984942733,True,12.800579990377383
20,1.0,0.01,5,1000000000000.0,100000000000.0,54.017589727791446,20.16240158105303,True,2.6791247813729067
20,1.0,0.01,5,5000000000000.0,10000000000.0,54.017589727791446,0.2551295522048612,True,100.0
20,1.0,0.01,5,5000000000000.0,30000000000.0,54.017589727791446,0.7754162468074799,True,69.66270045306764
20,1.0,0.01,5,5000000000000.0,100000000000.0,54.017589727791446,2.7116482773599966,True,19.920573836508705
20,1.0,0.01,7,100000000000.0,10000000000.0,54.017589727791446,14.401715415037879,True,3.750774693922069
20,1.0,0.01,7,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,7,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,7,500000000000.0,10000000000.0,54.017589727791446,1.9368916266857121,True,27.888803371112182
20,1.0,0.01,7,500000000000.0,30000000000.0,54.017589727791446,6.844615996122056,True,7.891982509814445
20,1.0,0.01,7,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,7,1000000000000.0,10000000000.0,54.017589727791446,0.9354800181932369,True,57.74317855780575
20,1.0,0.01,7,1000000000000.0,30000000000.0,54.017589727791446,3.0142378463876667,True,17.92081198652833
20,1.0,0.01,7,1000000000000.0,100000000000.0,54.017589727791446,14.401715415037879,True,3.750774693922069
20,1.0,0.01,7,5000000000000.0,10000000000.0,54.017589727791446,0.18223539443204376,True,100.0
20,1.0,0.01,7,5000000000000.0,30000000000.0,54.017589727791446,0.5538687477196286,True,97.5277806342947
20,1.0,0.01,7,5000000000000.0,100000000000.0,54.017589727791446,1.9368916266857121,True,27.888803371112182
20,1.0,0.01,10,100000000000.0,10000000000.0,54.017589727791446,10.081200790526514,True,5.358249562745813
20,1.0,0.01,10,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,10,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,10,500000000000.0,10000000000.0,54.017589727791446,1.3558241386799983,True,39.84114767301741
20,1.0,0.01,10,500000000000.0,30000000000.0,54.017589727791446,4.7912311972854384,True,11.274260728306352
20,1.0,0.01,10,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.01,10,1000000000000.0,10000000000.0,54.017589727791446,0.6548360127352658,True,82.49025508257964
20,1.0,0.01,10,1000000000000.0,30000000000.0,54.017589727791446,2.1099664924713664,True,25.601159980754765
20,1.0,0.01,10,1000000000000.0,100000000000.0,54.017589727791446,10.081200790526514,True,5.358249562745813
20,1.0,0.01,10,5000000000000.0,10000000000.0,54.017589727791446,0.1275647761024306,True,100.0
20,1.0,0.01,10,5000000000000.0,30000000000.0,54.017589727791446,0.38770812340373995,True,100.0
20,1.0,0.01,10,5000000000000.0,100000000000.0,54.017589727791446,1.3558241386799983,True,39.84114767301741
20,1.0,0.02,3,100000000000.0,10000000000.0,54.017589727791446,16.717141281936534,True,3.2312695583998785
20,1.0,0.02,3,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,3,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,3,500000000000.0,10000000000.0,54.017589727791446,2.2482940426176836,True,24.02603427481349
20,1.0,0.02,3,500000000000.0,30000000000.0,54.017589727791446,7.945054414024764,True,6.79889487382724
20,1.0,0.02,3,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,3,1000000000000.0,10000000000.0,54.017589727791446,1.0858811731716038,True,49.7453966993633
20,1.0,0.02,3,1000000000000.0,30000000000.0,54.017589727791446,3.498849858038957,True,15.438670397268016
20,1.0,0.02,3,1000000000000.0,100000000000.0,54.017589727791446,16.717141281936534,True,3.2312695583998785
20,1.0,0.02,3,5000000000000.0,10000000000.0,54.017589727791446,0.21153416433356828,True,100.0
20,1.0,0.02,3,5000000000000.0,30000000000.0,54.017589727791446,0.6429166137813134,True,84.01958911916594
20,1.0,0.02,3,5000000000000.0,100000000000.0,54.017589727791446,2.2482940426176836,True,24.02603427481349
20,1.0,0.02,5,100000000000.0,10000000000.0,54.017589727791446,10.03028476916192,True,5.385449263999798
20,1.0,0.02,5,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,5,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,5,500000000000.0,10000000000.0,54.017589727791446,1.34897642557061,True,40.043390458022486
20,1.0,0.02,5,500000000000.0,30000000000.0,54.017589727791446,4.767032648414858,True,11.331491456378732
20,1.0,0.02,5,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,5,1000000000000.0,10000000000.0,54.017589727791446,0.6515287039029622,True,82.90899449893884
20,1.0,0.02,5,1000000000000.0,30000000000.0,54.017589727791446,2.099309914823374,True,25.73111732878003
20,1.0,0.02,5,1000000000000.0,100000000000.0,54.017589727791446,10.03028476916192,True,5.385449263999798
20,1.0,0.02,5,5000000000000.0,10000000000.0,54.017589727791446,0.12692049860014096,True,100.0
20,1.0,0.02,5,5000000000000.0,30000000000.0,54.017589727791446,0.38574996826878793,True,100.0
20,1.0,0.02,5,5000000000000.0,100000000000.0,54.017589727791446,1.34897642557061,True,40.043390458022486
20,1.0,0.02,7,100000000000.0,10000000000.0,54.017589727791446,7.164489120829943,True,7.539628969599717
20,1.0,0.02,7,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,7,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,7,500000000000.0,10000000000.0,54.017589727791446,0.963554589693293,True,56.060746641231475
20,1.0,0.02,7,500000000000.0,30000000000.0,54.017589727791446,3.405023320296327,True,15.864088038930225
20,1.0,0.02,7,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,7,1000000000000.0,10000000000.0,54.017589727791446,0.465377645644973,True,100.0
20,1.0,0.02,7,1000000000000.0,30000000000.0,54.017589727791446,1.4995070820166958,True,36.02356426029204
20,1.0,0.02,7,1000000000000.0,100000000000.0,54.017589727791446,7.164489120829943,True,7.539628969599717
20,1.0,0.02,7,5000000000000.0,10000000000.0,54.017589727791446,0.09065749900010069,True,100.0
20,1.0,0.02,7,5000000000000.0,30000000000.0,54.017589727791446,0.27553569162056285,True,100.0
20,1.0,0.02,7,5000000000000.0,100000000000.0,54.017589727791446,0.963554589693293,True,56.060746641231475
20,1.0,0.02,10,100000000000.0,10000000000.0,54.017589727791446,5.01514238458096,True,10.770898527999597
20,1.0,0.02,10,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,10,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,10,500000000000.0,10000000000.0,54.017589727791446,0.674488212785305,True,80.08678091604497
20,1.0,0.02,10,500000000000.0,30000000000.0,54.017589727791446,2.383516324207429,True,22.662982912757464
20,1.0,0.02,10,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.02,10,1000000000000.0,10000000000.0,54.017589727791446,0.3257643519514811,True,100.0
20,1.0,0.02,10,1000000000000.0,30000000000.0,54.017589727791446,1.049654957411687,True,51.46223465756006
20,1.0,0.02,10,1000000000000.0,100000000000.0,54.017589727791446,5.01514238458096,True,10.770898527999597
20,1.0,0.02,10,5000000000000.0,10000000000.0,54.017589727791446,0.06346024930007048,True,100.0
20,1.0,0.02,10,5000000000000.0,30000000000.0,54.017589727791446,0.19287498413439397,True,100.0
20,1.0,0.02,10,5000000000000.0,100000000000.0,54.017589727791446,0.674488212785305,True,80.08678091604497
20,1.0,0.05,3,100000000000.0,10000000000.0,54.017589727791446,6.584320943646719,True,8.203972769570656
20,1.0,0.05,3,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,3,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,3,500000000000.0,10000000000.0,54.017589727791446,0.8855275733225669,True,61.00046046574624
20,1.0,0.05,3,500000000000.0,30000000000.0,54.017589727791446,3.1292903071413227,True,17.261929839017633
20,1.0,0.05,3,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,3,1000000000000.0,10000000000.0,54.017589727791446,0.4276921532362153,True,100.0
20,1.0,0.05,3,1000000000000.0,30000000000.0,54.017589727791446,1.3780795418564864,True,39.19772994744657
20,1.0,0.05,3,1000000000000.0,100000000000.0,54.017589727791446,6.584320943646719,True,8.203972769570656
20,1.0,0.05,3,5000000000000.0,10000000000.0,54.017589727791446,0.08331620849692165,True,100.0
20,1.0,0.05,3,5000000000000.0,30000000000.0,54.017589727791446,0.25322327865427685,True,100.0
20,1.0,0.05,3,5000000000000.0,100000000000.0,54.017589727791446,0.8855275733225669,True,61.00046046574624
20,1.0,0.05,5,100000000000.0,10000000000.0,54.017589727791446,3.950592566188031,True,13.673287949284427
20,1.0,0.05,5,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,5,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,5,500000000000.0,10000000000.0,54.017589727791446,0.53131654399354,True,100.0
20,1.0,0.05,5,500000000000.0,30000000000.0,54.017589727791446,1.8775741842847935,True,28.769883065029386
20,1.0,0.05,5,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,5,1000000000000.0,10000000000.0,54.017589727791446,0.2566152919417291,True,100.0
20,1.0,0.05,5,1000000000000.0,30000000000.0,54.017589727791446,0.8268477251138917,True,65.32954991241095
20,1.0,0.05,5,1000000000000.0,100000000000.0,54.017589727791446,3.950592566188031,True,13.673287949284427
20,1.0,0.05,5,5000000000000.0,10000000000.0,54.017589727791446,0.049989725098152984,True,100.0
20,1.0,0.05,5,5000000000000.0,30000000000.0,54.017589727791446,0.1519339671925661,True,100.0
20,1.0,0.05,5,5000000000000.0,100000000000.0,54.017589727791446,0.53131654399354,True,100.0
20,1.0,0.05,7,100000000000.0,10000000000.0,54.017589727791446,2.821851832991451,True,19.142603128998196
20,1.0,0.05,7,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,7,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,7,500000000000.0,10000000000.0,54.017589727791446,0.37951181713824295,True,100.0
20,1.0,0.05,7,500000000000.0,30000000000.0,54.017589727791446,1.341124417346281,True,40.27783629104114
20,1.0,0.05,7,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,7,1000000000000.0,10000000000.0,54.017589727791446,0.18329663710123512,True,100.0
20,1.0,0.05,7,1000000000000.0,30000000000.0,54.017589727791446,0.5906055179384941,True,91.46136987737533
20,1.0,0.05,7,1000000000000.0,100000000000.0,54.017589727791446,2.821851832991451,True,19.142603128998196
20,1.0,0.05,7,5000000000000.0,10000000000.0,54.017589727791446,0.035706946498680704,True,100.0
20,1.0,0.05,7,5000000000000.0,30000000000.0,54.017589727791446,0.10852426228040436,True,100.0
20,1.0,0.05,7,5000000000000.0,100000000000.0,54.017589727791446,0.37951181713824295,True,100.0
20,1.0,0.05,10,100000000000.0,10000000000.0,54.017589727791446,1.9752962830940155,True,27.346575898568855
20,1.0,0.05,10,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,10,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,10,500000000000.0,10000000000.0,54.017589727791446,0.26565827199677,True,100.0
20,1.0,0.05,10,500000000000.0,30000000000.0,54.017589727791446,0.9387870921423968,True,57.53976613005877
20,1.0,0.05,10,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.05,10,1000000000000.0,10000000000.0,54.017589727791446,0.12830764597086455,True,100.0
20,1.0,0.05,10,1000000000000.0,30000000000.0,54.017589727791446,0.41342386255694585,True,100.0
20,1.0,0.05,10,1000000000000.0,100000000000.0,54.017589727791446,1.9752962830940155,True,27.346575898568855
20,1.0,0.05,10,5000000000000.0,10000000000.0,54.017589727791446,0.024994862549076492,True,100.0
20,1.0,0.05,10,5000000000000.0,30000000000.0,54.017589727791446,0.07596698359628305,True,100.0
20,1.0,0.05,10,5000000000000.0,100000000000.0,54.017589727791446,0.26565827199677,True,100.0
20,1.0,0.1,3,100000000000.0,10000000000.0,54.017589727791446,3.205484620077397,True,16.85161407091299
20,1.0,0.1,3,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,3,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,3,500000000000.0,10000000000.0,54.017589727791446,0.4311067217461339,True,100.0
20,1.0,0.1,3,500000000000.0,30000000000.0,54.017589727791446,1.5234512468560177,True,35.45737997147518
20,1.0,0.1,3,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,3,1000000000000.0,10000000000.0,54.017589727791446,0.20821594680151914,True,100.0
20,1.0,0.1,3,1000000000000.0,30000000000.0,54.017589727791446,0.6708987630572111,True,80.5152620667227
20,1.0,0.1,3,1000000000000.0,100000000000.0,54.017589727791446,3.205484620077397,True,16.85161407091299
20,1.0,0.1,3,5000000000000.0,10000000000.0,54.017589727791446,0.040561331567189426,True,100.0
20,1.0,0.1,3,5000000000000.0,30000000000.0,54.017589727791446,0.12327821382326126,True,100.0
20,1.0,0.1,3,5000000000000.0,100000000000.0,54.017589727791446,0.4311067217461339,True,100.0
20,1.0,0.1,5,100000000000.0,10000000000.0,54.017589727791446,1.9232907720464383,True,28.08602345152165
20,1.0,0.1,5,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,5,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,5,500000000000.0,10000000000.0,54.017589727791446,0.2586640330476803,True,100.0
20,1.0,0.1,5,500000000000.0,30000000000.0,54.017589727791446,0.9140707481136106,True,59.09563328579196
20,1.0,0.1,5,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,5,1000000000000.0,10000000000.0,54.017589727791446,0.12492956808091148,True,100.0
20,1.0,0.1,5,1000000000000.0,30000000000.0,54.017589727791446,0.4025392578343266,True,100.0
20,1.0,0.1,5,1000000000000.0,100000000000.0,54.017589727791446,1.9232907720464383,True,28.08602345152165
20,1.0,0.1,5,5000000000000.0,10000000000.0,54.017589727791446,0.024336798940313653,True,100.0
20,1.0,0.1,5,5000000000000.0,30000000000.0,54.017589727791446,0.07396692829395675,True,100.0
20,1.0,0.1,5,5000000000000.0,100000000000.0,54.017589727791446,0.2586640330476803,True,100.0
20,1.0,0.1,7,100000000000.0,10000000000.0,54.017589727791446,1.3737791228903133,True,39.3204328321303
20,1.0,0.1,7,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,7,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,7,500000000000.0,10000000000.0,54.017589727791446,0.18476002360548596,True,100.0
20,1.0,0.1,7,500000000000.0,30000000000.0,54.017589727791446,0.6529076772240077,True,82.73388660010873
20,1.0,0.1,7,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,7,1000000000000.0,10000000000.0,54.017589727791446,0.08923540577207964,True,100.0
20,1.0,0.1,7,1000000000000.0,30000000000.0,54.017589727791446,0.28752804131023335,True,100.0
20,1.0,0.1,7,1000000000000.0,100000000000.0,54.017589727791446,1.3737791228903133,True,39.3204328321303
20,1.0,0.1,7,5000000000000.0,10000000000.0,54.017589727791446,0.017383427814509755,True,100.0
20,1.0,0.1,7,5000000000000.0,30000000000.0,54.017589727791446,0.05283352020996911,True,100.0
20,1.0,0.1,7,5000000000000.0,100000000000.0,54.017589727791446,0.18476002360548596,True,100.0
20,1.0,0.1,10,100000000000.0,10000000000.0,54.017589727791446,0.9616453860232191,True,56.1720469030433
20,1.0,0.1,10,100000000000.0,30000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,10,100000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,10,500000000000.0,10000000000.0,54.017589727791446,0.12933201652384016,True,100.0
20,1.0,0.1,10,500000000000.0,30000000000.0,54.017589727791446,0.4570353740568053,True,100.0
20,1.0,0.1,10,500000000000.0,100000000000.0,54.017589727791446,inf,False,0.0
20,1.0,0.1,10,1000000000000.0,10000000000.0,54.017589727791446,0.06246478404045574,True,100.0
20,1.0,0.1,10,1000000000000.0,30000000000.0,54.017589727791446,0.2012696289171633,True,100.0
20,1.0,0.1,10,1000000000000.0,100000000000.0,54.017589727791446,0.9616453860232191,True,56.1720469030433
20,1.0,0.1,10,5000000000000.0,10000000000.0,54.017589727791446,0.012168399470156827,True,100.0
20,1.0,0.1,10,5000000000000.0,30000000000.0,54.017589727791446,0.036983464146978375,True,100.0
20,1.0,0.1,10,5000000000000.0,100000000000.0,54.017589727791446,0.12933201652384016,True,100.0
20,1.25,0.01,3,100000000000.0,10000000000.0,146.4431299362297,33.60400263508838,True,4.3579073459337785
20,1.25,0.01,3,100000000000.0,30000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,3,100000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,3,500000000000.0,10000000000.0,146.4431299362297,4.519413795599994,True,32.40312495368396
20,1.25,0.01,3,500000000000.0,30000000000.0,146.4431299362297,15.970770657618129,True,9.169446677037822
20,1.25,0.01,3,500000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,3,1000000000000.0,10000000000.0,146.4431299362297,2.182786709117553,True,67.08998608271399
20,1.25,0.01,3,1000000000000.0,30000000000.0,146.4431299362297,7.033221641571221,True,20.82162874985329
20,1.25,0.01,3,1000000000000.0,100000000000.0,146.4431299362297,33.60400263508838,True,4.3579073459337785
20,1.25,0.01,3,5000000000000.0,10000000000.0,146.4431299362297,0.42521592034143535,True,100.0
20,1.25,0.01,3,5000000000000.0,30000000000.0,146.4431299362297,1.2923604113457998,True,100.0
20,1.25,0.01,3,5000000000000.0,100000000000.0,146.4431299362297,4.519413795599994,True,32.40312495368396
20,1.25,0.01,5,100000000000.0,10000000000.0,146.4431299362297,20.16240158105303,True,7.26317890988963
20,1.25,0.01,5,100000000000.0,30000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,5,100000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,5,500000000000.0,10000000000.0,146.4431299362297,2.7116482773599966,True,54.00520825613992
20,1.25,0.01,5,500000000000.0,30000000000.0,146.4431299362297,9.582462394570877,True,15.28241112839637
20,1.25,0.01,5,500000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,5,1000000000000.0,10000000000.0,146.4431299362297,1.3096720254705316,True,100.0
20,1.25,0.01,5,1000000000000.0,30000000000.0,146.4431299362297,4.219932984942733,True,34.70271458308882
20,1.25,0.01,5,1000000000000.0,100000000000.0,146.4431299362297,20.16240158105303,True,7.26317890988963
20,1.25,0.01,5,5000000000000.0,10000000000.0,146.4431299362297,0.2551295522048612,True,100.0
20,1.25,0.01,5,5000000000000.0,30000000000.0,146.4431299362297,0.7754162468074799,True,100.0
20,1.25,0.01,5,5000000000000.0,100000000000.0,146.4431299362297,2.7116482773599966,True,54.00520825613992
20,1.25,0.01,7,100000000000.0,10000000000.0,146.4431299362297,14.401715415037879,True,10.168450473845482
20,1.25,0.01,7,100000000000.0,30000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,7,100000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,7,500000000000.0,10000000000.0,146.4431299362297,1.9368916266857121,True,75.60729155859589
20,1.25,0.01,7,500000000000.0,30000000000.0,146.4431299362297,6.844615996122056,True,21.395375579754916
20,1.25,0.01,7,500000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,7,1000000000000.0,10000000000.0,146.4431299362297,0.9354800181932369,True,100.0
20,1.25,0.01,7,1000000000000.0,30000000000.0,146.4431299362297,3.0142378463876667,True,48.58380041632434
20,1.25,0.01,7,1000000000000.0,100000000000.0,146.4431299362297,14.401715415037879,True,10.168450473845482
20,1.25,0.01,7,5000000000000.0,10000000000.0,146.4431299362297,0.18223539443204376,True,100.0
20,1.25,0.01,7,5000000000000.0,30000000000.0,146.4431299362297,0.5538687477196286,True,100.0
20,1.25,0.01,7,5000000000000.0,100000000000.0,146.4431299362297,1.9368916266857121,True,75.60729155859589
20,1.25,0.01,10,100000000000.0,10000000000.0,146.4431299362297,10.081200790526514,True,14.52635781977926
20,1.25,0.01,10,100000000000.0,30000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,10,100000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,10,500000000000.0,10000000000.0,146.4431299362297,1.3558241386799983,True,100.0
20,1.25,0.01,10,500000000000.0,30000000000.0,146.4431299362297,4.7912311972854384,True,30.56482225679274
20,1.25,0.01,10,500000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.01,10,1000000000000.0,10000000000.0,146.4431299362297,0.6548360127352658,True,100.0
20,1.25,0.01,10,1000000000000.0,30000000000.0,146.4431299362297,2.1099664924713664,True,69.40542916617764
20,1.25,0.01,10,1000000000000.0,100000000000.0,146.4431299362297,10.081200790526514,True,14.52635781977926
20,1.25,0.01,10,5000000000000.0,10000000000.0,146.4431299362297,0.1275647761024306,True,100.0
20,1.25,0.01,10,5000000000000.0,30000000000.0,146.4431299362297,0.38770812340373995,True,100.0
20,1.25,0.01,10,5000000000000.0,100000000000.0,146.4431299362297,1.3558241386799983,True,100.0
20,1.25,0.02,3,100000000000.0,10000000000.0,146.4431299362297,16.717141281936534,True,8.760058162244922
20,1.25,0.02,3,100000000000.0,30000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.02,3,100000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.02,3,500000000000.0,10000000000.0,146.4431299362297,2.2482940426176836,True,65.13522126568742
20,1.25,0.02,3,500000000000.0,30000000000.0,146.4431299362297,7.945054414024764,True,18.431985774411494
20,1.25,0.02,3,500000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.02,3,1000000000000.0,10000000000.0,146.4431299362297,1.0858811731716038,True,100.0
20,1.25,0.02,3,1000000000000.0,30000000000.0,146.4431299362297,3.498849858038957,True,41.85464820668483
20,1.25,0.02,3,1000000000000.0,100000000000.0,146.4431299362297,16.717141281936534,True,8.760058162244922
20,1.25,0.02,3,5000000000000.0,10000000000.0,146.4431299362297,0.21153416433356828,True,100.0
20,1.25,0.02,3,5000000000000.0,30000000000.0,146.4431299362297,0.6429166137813134,True,100.0
20,1.25,0.02,3,5000000000000.0,100000000000.0,146.4431299362297,2.2482940426176836,True,65.13522126568742
20,1.25,0.02,5,100000000000.0,10000000000.0,146.4431299362297,10.03028476916192,True,14.600096937074873
20,1.25,0.02,5,100000000000.0,30000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.02,5,100000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.02,5,500000000000.0,10000000000.0,146.4431299362297,1.34897642557061,True,100.0
20,1.25,0.02,5,500000000000.0,30000000000.0,146.4431299362297,4.767032648414858,True,30.719976290685825
20,1.25,0.02,5,500000000000.0,100000000000.0,146.4431299362297,inf,False,0.0
20,1.25,0.02,5,1000000000000.0,10000000000.0,146.4431299362297,0.6515287039029622,True,100.0
20,1.25,0.02,5,1000000000000.0,30000000000.0,146.4431299362297,2.099309914823374,True,69.75774701114139
20,1.25,0.02,5,1000000000000.0,100000000000.0,146.4431299362297,10.03028476916192,True,14.600096937074873
20,1.25,0.02,5,5000000000000.0,10000000000.0,146.4431299362297,0.12692049860014096,True,100.0
20,1.25,0.02,5,5000000000000.0,30000000000.0,146.4431299362297,0.38574996826878793,True,100.0
