alpha,U_tree,V_1loop,V_eff,m2_alpha,m2_phi
1.9221105527638191,0.0020260341968074518,-0.005656041379309776,-0.003630007182502324,1.2901378753061787,1.0
1.92964824120603,0.0016100356363939702,-0.005476235433666627,-0.003866199797272657,1.2315029923486787,1.0
1.9371859296482412,0.0012498093395128692,-0.005298420725031528,-0.004048611385518658,1.1742317113204213,1.0
1.9447236180904524,0.0009421013382766437,-0.005123228816657684,-0.00418112747838104,1.1183240322214076,1.0
1.9522613065326633,0.0006837351402236768,-0.0049512413389959575,-0.004267506198772281,1.0637799550516402,1.0
1.9597989949748744,0.0004716117283182223,-0.004782990851483147,-0.004311379123164925,1.0105994798111155,1.0
1.9673366834170853,0.00030270956095045516,-0.004618961725886119,-0.004316252164935664,0.9587826064998364,1.0
1.9748743718592965,0.00017408457193642104,-0.004459591052307999,-0.004285506480371578,0.9083293351178,1.0
1.9824120603015074,8.287017051807648e-05,-0.004305269569050292,-0.004222399398532215,0.8592396656650093,1.0
1.9899497487437185,2.627724136325831e-05,-0.0041563426176214596,-0.004130065376258201,0.8115135981414614,1.0
1.9974874371859297,1.5941445657051334e-06,-0.004013111124290436,-0.004011516979724731,0.7651511325471575,1.0
2.0050251256281406,6.186715645045056e-06,-0.0038758326097033217,-0.0038696458940582767,0.7201522688820995,1.0
2.0125628140703515,3.749826554679904e-05,-0.003744722228215827,-0.003707223962669028,0.6765170071462854,1.0
2.020100502512563,9.304958064238646e-05,-0.0036199538387444376,-0.003526904258102051,0.6342453473397132,1.0
2.027638190954774,0.00017043892272910932,-0.00350166110910857,-0.0033312221863794605,0.5933372894623876,1.0
2.0351758793969847,0.00026734202903017215,-0.003389938656027061,-0.003122596626996889,0.5537928335143061,1.0
2.042713567839196,0.00038151211219467746,-0.0032848432231493015,-0.0029033311109546243,0.5156119794954667,1.0
2.050251256281407,0.0005107798602976,-0.0031863948997477884,-0.0026756150394501885,0.4787947274058736,1.0
2.057788944723618,0.000653053436839828,-0.0030945783829809336,-0.0024415249461411056,0.44334107724552474,1.0
2.065326633165829,0.0008063184807481362,-0.0030093442869590275,-0.0022030258062108914,0.40925102901442,1.0
2.0728643216080402,0.0009686381063752031,-0.0029306105022199394,-0.0019619723958447365,0.3765245827125576,1.0
2.080402010050251,0.0011381529034995704,-0.002858263609655196,-0.0017201107061556255,0.3451617383399413,1.0
2.0879396984924625,0.0013130809373257135,-0.0027921603534333916,-0.0014790794161076782,0.3151624958965674,1.0
2.0954773869346734,0.001491717748483959,-0.002732129178062936,-0.001240411429578977,0.28652685538243955,1.0
2.1030150753768844,0.0016724363530305592,-0.0026779718354393487,-0.0010055354824087895,0.25925481679755585,1.0
2.1105527638190953,0.001853687242447648,-0.00262946506856057,-0.0007757778261129221,0.23334638014191625,1.0
2.1180904522613067,0.0020339983836432647,-0.0025863623796000042,-0.0005523639959567395,0.20880154541551946,1.0
2.1256281407035176,0.0022119752189513077,-0.002548395891246557,-0.00033642067229524945,0.18562031261836826,1.0
2.1331658291457285,0.0023863006661316044,-0.002515278311712852,-0.00012897764558124749,0.16380268175046125,1.0
2.14070351758794,0.0025557351183698703,-0.0024867050156582686,6.903010271160168e-05,0.14334865281179726,1.0
2.148241206030151,0.0027191164442776873,-0.0024623562555834994,0.00025676018869418785,0.12425822580237866,1.0
2.1557788944723617,0.002875359987892559,-0.0024418995211846184,0.0004334604667079406,0.10653140072220418,1.0
2.1633165829145726,0.003023458568677874,-0.0024249920679314933,0.0005984665007463807,0.09016817757127393,1.0
2.170854271356784,0.0031624824815229204,-0.0024112836410869654,0.000751198840435955,0.07516855634958697,1.0
2.178391959798995,0.003291579496742856,-0.002400419428006606,0.00089116006873625,0.06153253705714512,1.0
2.185929648241206,0.0034099748600787557,-0.0023920432806271317,0.001017931579451624,0.04926011969394739,1.0
2.193467336683417,0.0035169712926975878,-0.0023858012628131266,0.0011311700298844611,0.03835130425999331,1.0
2.201005025125628,0.003611948991192192,-0.0023813455957911126,0.0012306033954010793,0.028806090755283953,1.0
2.208542713567839,0.003694365627581323,-0.002378339102997843,0.00131602652458348,0.020624479179818855,1.0
2.21608040201005,0.0037637563493096208,-0.0023764603004021545,0.0013872960489074663,0.013806469533597876,1.0
2.2236180904522613,0.003819733779247622,-0.0023754093543634416,0.0014443244248841802,0.008352061816620793,1.0
2.2311557788944723,0.003861988015691746,-0.0023749152701290563,0.0014870727455626896,0.004261256028888216,1.0
2.2386934673366836,0.0038902866323643195,-0.0023747449716141184,0.001515541660750201,0.0015340521703996468,1.0
2.2462311557788945,0.0039044746784135517,-0.0023747157097167735,0.0015297589686967782,0.00017045024115552865,1.0
2.2537688442211055,0.0039044746784135517,-0.0023747157097167735,0.0015297589686967782,0.00017045024115552865,1.0
2.2613065326633164,0.0038902866323643195,-0.0023747449716141184,0.001515541660750201,0.0015340521703996746,1.0
2.2688442211055277,0.003861988015691746,-0.0023749152701290563,0.0014870727455626896,0.004261256028888216,1.0
2.2763819095477387,0.003819733779247622,-0.0023754093543634416,0.0014443244248841802,0.008352061816620793,1.0
2.2839195979899496,0.0037637563493096242,-0.0023764603004021545,0.0013872960489074698,0.01380646953359746,1.0
2.291457286432161,0.003694365627581323,-0.002378339102997843,0.00131602652458348,0.020624479179818855,1.0
2.298994974874372,0.003611948991192192,-0.0023813455957911126,0.0012306033954010793,0.028806090755283953,1.0
2.306532663316583,0.0035169712926975878,-0.0023858012628131266,0.0011311700298844611,0.03835130425999331,1.0
2.3140703517587937,0.0034099748600787626,-0.002392043280627131,0.0010179315794516318,0.049260119693946725,1.0
2.321608040201005,0.003291579496742856,-0.002400419428006606,0.00089116006873625,0.06153253705714512,1.0
2.329145728643216,0.0031624824815229204,-0.0024112836410869654,0.000751198840435955,0.07516855634958697,1.0
2.3366834170854274,0.003023458568677874,-0.0024249920679314933,0.0005984665007463807,0.09016817757127393,1.0
2.3442211055276383,0.002875359987892559,-0.0024418995211846184,0.0004334604667079406,0.10653140072220421,1.0
2.351758793969849,0.0027191164442776873,-0.0024623562555834994,0.00025676018869418785,0.12425822580237864,1.0
2.35929648241206,0.0025557351183698703,-0.0024867050156582686,6.903010271160168e-05,0.14334865281179726,1.0
2.366834170854271,0.0023863006661316143,-0.0025152783117128497,-0.00012897764558123534,0.16380268175045998,1.0
2.3743718592964824,0.0022119752189513077,-0.002548395891246557,-0.00033642067229524945,0.18562031261836826,1.0
2.3819095477386933,0.0020339983836432647,-0.0025863623796000042,-0.0005523639959567395,0.20880154541551948,1.0
2.3894472361809047,0.001853687242447648,-0.00262946506856057,-0.0007757778261129221,0.23334638014191628,1.0
2.3969849246231156,0.0016724363530305592,-0.0026779718354393487,-0.0010055354824087895,0.25925481679755585,1.0
2.4045226130653266,0.001491717748483959,-0.002732129178062936,-0.001240411429578977,0.28652685538243955,1.0
2.4120603015075375,0.0013130809373257135,-0.0027921603534333916,-0.0014790794161076782,0.3151624958965674,1.0
2.419597989949749,0.0011381529034995704,-0.002858263609655196,-0.0017201107061556255,0.3451617383399413,1.0
2.4271356783919598,0.0009686381063752031,-0.0029306105022199394,-0.0019619723958447365,0.3765245827125576,1.0
2.4346733668341707,0.0008063184807481455,-0.0030093442869590227,-0.002203025806210877,0.409251029014418,1.0
2.442211055276382,0.000653053436839828,-0.0030945783829809336,-0.0024415249461411056,0.44334107724552474,1.0
2.449748743718593,0.0005107798602976,-0.0031863948997477884,-0.0026756150394501885,0.4787947274058736,1.0
2.457286432160804,0.00038151211219467746,-0.0032848432231493015,-0.0029033311109546243,0.5156119794954667,1.0
2.464824120603015,0.0002673420290301784,-0.0033899386560270546,-0.0031225966269968763,0.5537928335143039,1.0
2.472361809045226,0.00017043892272910932,-0.00350166110910857,-0.0033312221863794605,0.5933372894623876,1.0
2.479899497487437,9.304958064238646e-05,-0.0036199538387444376,-0.003526904258102051,0.6342453473397132,1.0
2.4874371859296485,3.749826554679904e-05,-0.003744722228215827,-0.003707223962669028,0.6765170071462854,1.0
2.4949748743718594,6.186715645045056e-06,-0.0038758326097033217,-0.0038696458940582767,0.7201522688820995,1.0
2.5025125628140703,1.5941445657051334e-06,-0.004013111124290436,-0.004011516979724731,0.7651511325471576,1.0
2.5100502512562812,2.6277241363257125e-05,-0.004156342617621455,-0.004130065376258198,0.81151359814146,1.0
2.517587939698492,8.287017051807215e-05,-0.004305269569050283,-0.004222399398532211,0.8592396656650064,1.0
