z,alpha,mu,g_normalized,warp_factor
3.7737675350701405,581931276422.8026,0.2649871754703655,290965638211.4013,0.07021820316376227
3.7937875751503007,596412878329.3821,0.26358882256616134,298206439164.69104,0.06947906738181528
3.813807615230461,611175785768.4298,0.2622051505709136,305587892884.2149,0.06875154098591547
3.833827655310621,626223943314.8551,0.26083592949589146,313111971657.42755,0.06803538211598566
3.8538476953907814,641561329765.7494,0.25948093413136286,320780664882.8747,0.06733035517768467
3.873867735470942,657191958258.4819,0.25813994392310635,328595979129.24097,0.06663623064862449
3.8938877755511023,673119876386.1184,0.25681274285273153,336559938193.0592,0.06595278489154321
3.9139078156312626,689349166312.5963,0.25549911932167285,344674583156.29816,0.06527979997415043
3.933927855711423,705883944887.6503,0.2541988660387258,352941972443.82513,0.06461706349537408
3.9539478957915835,722728363761.4921,0.2529117799109994,361364181880.74603,0.0639643684177498
3.9739679358717437,739886609499.2424,0.25163766193816467,369943304749.6212,0.06332151290570605
3.993987975951904,757362903695.119,0.2503763171098846,378681451847.5595,0.0626883001695095
4.014008016032064,775161503113.936,0.24912755430631206,387580751556.968,0.062064538314644466
4.034028056112224,793286699794.3445,0.24789118620155193,396643349897.17224,0.06145004019641249
4.054048096192385,811742821126.3983,0.24666702916998276,405871410563.19916,0.060844623279545124
4.074068136272545,830534229988.2152,0.2454549031953408,415267114994.1076,0.06024810950263412
4.094088176352706,849665324859.3971,0.2442546317824714,424832662429.69855,0.05966032514719068
4.114108216432866,869140539934.2091,0.2430660418716572,434570269967.10455,0.05908110071115421
4.134128256513026,888964345234.5375,0.2418889637554352,444482172617.26874,0.058510270786678246
4.154148296593187,909141246722.6136,0.24072323099781948,454570623361.3068,0.05794767394202956
4.174168336673347,929675786413.5123,0.2395686803558483,464837893206.75616,0.05739315260744261
4.194188376753507,950572542487.4231,0.23842515170337808,475286271243.71155,0.05684655296477885
4.214208416833667,971836129403.0967,0.23729248795704957,485918064701.54834,0.05630772484084652
4.2342284569138275,993471198043.6313,0.23617053500435425,496735599021.8157,0.055776521604242915
4.254248496993988,1015482435787.7559,0.2350591416337317,507741217893.8779,0.05525280006558674
4.274268537074148,1037874566618.3846,0.23395815946663168,518937283309.1923,0.05473642038101386
4.294288577154309,1060652351245.777,0.2328674428914763,530326175622.8885,0.05422724595881497
4.314308617234469,1083820587218.8489,0.23178684899946114,541910293609.42444,0.053725143369099
4.33432865731463,1107384109036.2837,0.23071623752213533,553692054518.1418,0.053229982256370365
4.35434869739479,1131347788257.4238,0.2296554707707035,565673894128.7119,0.05274163525491345
4.37436873747495,1155716533612.9546,0.2286044135769948,577858266806.4773,0.05225997790688168
4.39438877755511,1180495291115.3772,0.22756293323604523,590247645557.6886,0.05178488858299278
4.4144088176352705,1205689044169.2715,0.22653089945024266,602844522084.6357,0.05131624840573595
4.434428857715431,1231302813686.8845,0.22550818427498442,615651406843.4423,0.05085394117500033
