profile,phi_max,phi_min,P_total
linear,5.000000000000123,4.999999999999872,5.009326287108706e-13
step,12.612416176822853,11.275848106740339,3.8669798041131846
gaussian,28.92511273437654,26.987555885923467,13.374363080593781
double,7.1316547738606015,7.122754153748922,0.04186824603677373
