frequency_Hz,S_baseline,S_active,suppression_pct
213657587.40839505,6.825380668075933e-20,6.764084645758044e-20,0.8980601273213429
225017562.9999439,6.651642599879491e-20,6.593288887742082e-20,0.877282735221907
236981537.9486236,6.482288661293208e-20,6.426748847758673e-20,0.8567932783705268
249581626.3395791,6.317211076750843e-20,6.264361658952155e-20,0.836594141886271
262851649.73405504,6.156304506824044e-20,6.106026739835915e-20,0.8166874613235731
276827227.9543111,5.999466009388394e-20,5.951645758095333e-20,0.7970751266567433
291545874.695493,5.846595000081374e-20,5.801122593760507e-20,0.7777587864429503
307047098.2210912,5.697593212191408e-20,5.654363301876888e-20,0.7587398521540445
323372507.4122953,5.552364656104874e-20,5.511276074790499e-20,0.7400195026671663
340565923.4558825,5.41081557842743e-20,5.371771204154458e-20,0.721598688904479
358673497.4704532,5.272854420885423e-20,5.2357610427536486e-20,0.703478138612168
377743834.38674337,5.138391779103788e-20,5.103159966235614e-20,0.6856583612688039
397828123.4145379,5.00734036134809e-20,4.973884334827573e-20,0.6681396531133865
418980275.44639057,4.879614947310142e-20,4.8478524551117746e-20,0.6509221022834244
441257067.7669632,4.7551323470091413e-20,4.724984541924468e-20,0.6340055940532441
464718296.4564442,4.6338113598731257e-20,4.6052026804370554e-20,0.6173898161632052
489426936.89709896,4.515572734059376e-20,4.488430788472353e-20,0.6010742642301281
515449312.81380427,4.400339126066174e-20,4.374594579103039e-20,0.5850582472299193
542855274.3023285,4.2880350606827913e-20,4.263621523574306e-20,0.5693408930429356
571718385.3231903,4.178586891319816e-20,4.1554408145883035e-20,0.5539211540531497
602116121.164403,4.071922760756843e-20,4.0499833299832935e-20,0.5387978127923021
634130076.4031249,3.9679725623405247e-20,3.947181596836719e-20,0.5239694876201906
667846183.9244415,3.866667901661842e-20,3.846969756017621e-20,0.5094346384326265
703354945.5851716,3.767942058737915e-20,3.7492835272105564e-20,0.49519157238868683
740751675.1418434,3.671729950720272e-20,3.654060174430124e-20,0.4812384496491129
780136754.0949519,3.577968095148333e-20,3.561238472042259e-20,0.4675732891179063
821615901.1361891,3.4865945737642745e-20,3.4707586713061685e-20,0.45419397417947316
865300455.9219536,3.3975489969025826e-20,3.382562467448155e-20,0.4410982584236445
911307677.9348109,3.310772468465478e-20,3.296592967276671e-20,0.42828377135136764
959761061.2351774,3.226207551493002e-20,3.2127946573457837e-20,0.41574802405416333
1010790665.948023,3.143798234334864e-20,3.131113372672735e-20,0.4034884148604645
1064533467.3744318,3.063489897429095e-20,3.0514962660134357e-20,0.39150223494206493
1121133723.6650975,2.985229280691079e-20,2.973891777698404e-20,0.379786673874849
1180743363.0426755,2.9089644515149855e-20,2.8982496060303216e-20,0.36833882514732963
1243522391.612396,2.834644773388313e-20,2.824520678243186e-20,0.3571556916115881
1309639322.8555608,2.7622208751190343e-20,2.7526571220220054e-20,0.34623419087066454
1379271629.9588618,2.6916446206736624e-20,2.6826122375809076e-20,0.33557116059750314
1452606222.1935868,2.62286907962372e-20,2.6143404702968564e-20,0.3251633637805229
1529839946.6234584,2.5558484981970744e-20,2.5477973838952618e-20,0.3150074938906511
1611180116.4878685,2.4905382709297845e-20,2.4829396341830607e-20,0.3051001799657893
1696845067.6787004,2.4268949129135584e-20,2.4197249433244023e-20,0.2954379916083161
1787064744.8045347,2.3648760326331018e-20,2.3581120746533537e-20,0.2860174438918506
1882081318.415341,2.304440305387175e-20,2.298060808017672e-20,0.2768350021733923
1982149835.0444317,2.2455474472866598e-20,2.23953191564724e-20,0.26788708680764994
2087538901.8125536,2.1881581898224874e-20,2.182487138540405e-20,0.25917007776035117
2198531407.431699,2.1322342549959414e-20,2.1268891633611828e-20,0.25068031911759103
2315425281.544107,2.077738331003415e-20,2.0727015998399242e-20,0.24241412348871005
2438534294.434537,2.0246340484675896e-20,2.0198889586699807e-20,0.23436777630013728
2568188899.262499,1.9728859572066062e-20,1.968416629892572e-20,0.22653753997834425
2704737119.075274,1.922459503532638e-20,1.9182508617619367e-20,0.2189196580197228
2848545480.9825006,1.873321008071203e-20,1.8693587400828213e-20,0.21151035894596548
3000000000.000001,1.825437644092281e-20,1.8217081680121373e-20,0.20430586014337226
