Metric,Value
Flawed_OLS_R2,0.9424917234608922
ODR_Slope,0.002082472036266796
ODR_Error,0.00015454164264695015
Baseline_Mean,0.5504643698580908
Crash_Mean,0.4580111561039483
Cohens_d,-1.4548271029737598
Mean_Warning_Days,9.756410256410255
