arrival_baseline_ns,arrival_active_ns,delay_ps
1.3332654838602849,1.334432676163936,1.1671923036510643
1.3333027833870281,1.3343056804730995,1.002897086071408
1.3332735952272288,1.3344628710409538,1.1892758137249166
1.333344375138028,1.334637939304615,1.2935641665869555
1.3334530511864797,1.334286502658389,0.8334514719093251
1.3332562291176193,1.3342865059419438,1.0302768243245384
1.3334334153831104,1.3346491758964352,1.2157605133247702
1.3332551661260987,1.3344868202791642,1.2316541530655236
1.3332485706120838,1.3342394384561465,0.990867844062675
1.3334151927951678,1.3344418453420508,1.0266525468830188
1.3334255269711341,1.334240649794771,0.8151228236368337
1.3334184743270099,1.3342401873826195,0.8217130556097018
1.3332017535925116,1.3343817257876467,1.179972195135163
1.3332867382355265,1.333950677284402,0.6639390488757306
1.3334156321925337,1.333988349766831,0.5727175742972457
1.33333748751739,1.3342208758274854,0.8833883100955542
1.3332259640487139,1.3341307671092668,0.9048030605529086
1.3333791651272462,1.3343961827998527,1.017017672606603
1.3332618526074345,1.3341517285182294,0.8898759107950744
1.3335127858181728,1.3340508725930667,0.5380867748937754
1.3334878174795752,1.334626463087118,1.1386456075427778
1.333393743075969,1.3342881780732363,0.8944349972671931
1.3334694340038105,1.3343468389742712,0.8774049704607817
1.333339812468346,1.3340483836960908,0.7085712277450263
1.333409877082771,1.3342244567884285,0.8145797056575524
1.3334811053628637,1.3343555178512756,0.8744124884117978
1.333357883201513,1.3341031346178491,0.7452514163362381
1.333307814616182,1.3344084729370027,1.1006583208206369
1.3331628711375159,1.3342132055953497,1.0503344578340368
1.3333250199807614,1.334274994583375,0.9499746026136182
1.3334156756517899,1.3342129920108876,0.7973163590978332
1.3334278966760902,1.3347037889702353,1.2758922941450135
1.3333837698399051,1.334330633888386,0.9468640484807775
1.3332792034238372,1.3341217911475423,0.8425877237051722
1.3331356511764387,1.334497842315754,1.3621911393154782
1.333283811823533,1.3340891646033395,0.805352779806299
1.333302898846228,1.3343751060523346,1.07220720610649
1.3333020404366145,1.3339413993085576,0.6393588719431439
1.3333951889690312,1.334067696123554,0.6725071545226528
1.3335319009744349,1.3343727055805075,0.8408046060725393
1.3333456862535176,1.3344810266493325,1.135340395815003
1.333311660154418,1.3343676069895716,1.055946835153774
1.333307411152033,1.334310203676856,1.0027925248227365
1.3333457718100243,1.3342731125942158,0.9273407841914735
1.3332505039572988,1.33403762893526,0.7871249779612904
1.333345353189208,1.3341893644916545,0.8440113024465863
1.3333784145669667,1.3342412055791417,0.8627910121749608
1.333354301939691,1.3345447577785774,1.190455838886597
1.333379087526734,1.3344020569912474,1.022969464513317
1.3333767080942682,1.333980725302261,0.6040172079927705
1.333156143665109,1.3343981501272126,1.242006462103798
1.3333970203491732,1.3342563168772503,0.859296528077213
1.3332662318487674,1.3341979489332725,0.9317170845050746
1.3332237494170331,1.3344556685911018,1.2319191740687163
1.333222888150548,1.334539533237833,1.3166450872849227
1.3333766874943807,1.3345195893571569,1.1429018627761554
1.333311075840611,1.334165489828689,0.8544139880778758
1.333165136454935,1.3342714908581632,1.1063544032282782
1.3333811371148527,1.3343995860196143,1.018448904761568
1.3331893725202535,1.334528442358758,1.3390698385044737
1.3333473154691855,1.3342374984857646,0.8901830165791732
1.3333571832259008,1.3342962015380007,0.9390183120998857
1.333421891041503,1.3341120663385324,0.690175297029369
1.3335115018119803,1.3340940920085176,0.582590196537256
1.3331968657007434,1.3344958384978125,1.2989727970690015
1.3333280859477272,1.3346045813390477,1.2764953913205561
1.333305699803829,1.3343189313090174,1.0132315051883993
1.3333767083019294,1.334534039912912,1.1573316109823446
1.3333549002104268,1.334405660538343,1.0507603279163005
1.3332980787090598,1.3342043093824127,0.9062306733528405
1.3332892431144723,1.3344056124544355,1.1163693399630725
1.3332216882478152,1.3346409406466269,1.4192523988117307
1.3334321194915741,1.3343261681255114,0.8940486339373083
1.3333792537514935,1.3346462620644963,1.267008313003041
1.333425110153113,1.3338093843125158,0.3842741594027978
1.333302293719686,1.3344977138342087,1.195420114522767
1.3332676497864642,1.3343507427469812,1.0830929605171244
1.3332255018266705,1.3342735318632404,1.0480300365698867
1.3333692250917075,1.3343516854886406,0.9824603969330902
1.3332293540108806,1.3339358195504134,0.7064655395326499
1.33351819964023,1.334289398955766,0.7711993155359175
1.333202569075224,1.334404755847636,1.2021867724119646
1.3333606993452547,1.3346289121422819,1.2682127970271015
1.3334900188040548,1.3342296792896788,0.7396604856239596
1.3333932423092598,1.3341716346127548,0.7783923034950727
1.3333509007045827,1.3342329819246168,0.8820812200339789
1.3332364849686373,1.334516413756874,1.2799287882367731
1.3331951564144766,1.3343990835552655,1.2039271407888852
1.3334103383442253,1.33422738129258,0.8170429483548581
1.333483948057411,1.3344359868199562,0.9520387625451147
1.3332894483342856,1.3343527488432032,1.0633005089175074
1.3332194271825717,1.33452706233144,1.307635148868294
1.3330875163902787,1.3341929227145581,1.1054063242794676
1.3332352568489672,1.334267800904014,1.0325440550468699
1.3333219676490837,1.3342549117027072,0.9329440536235957
