L,N,seed,walk,first_passage_time
8,512,68,0,7369
8,512,68,1,1722
8,512,68,2,9525
8,512,68,3,1718
8,512,68,4,7327
8,512,68,5,1731
8,512,68,6,2674
8,512,68,7,19017
8,512,68,8,2181
8,512,68,9,16441
8,512,68,10,9297
8,512,68,11,6787
8,512,68,12,573
8,512,68,13,4002
8,512,68,14,3210
8,512,68,15,397
8,512,68,16,10149
8,512,68,17,12547
8,512,68,18,3576
8,512,68,19,2771
8,512,68,20,985
8,512,68,21,3103
8,512,68,22,9230
8,512,68,23,12252
8,512,68,24,11190
8,512,68,25,9349
8,512,68,26,4038
8,512,68,27,1118
8,512,68,28,4333
8,512,68,29,12103
8,512,68,30,2999
8,512,68,31,9454
8,512,68,32,8993
8,512,68,33,3257
8,512,68,34,3784
8,512,68,35,11251
8,512,68,36,2631
8,512,68,37,12766
8,512,68,38,2031
8,512,68,39,4921
8,512,68,40,298
8,512,68,41,1713
8,512,68,42,9938
8,512,68,43,8027
8,512,68,44,24845
8,512,68,45,13091
8,512,68,46,7659
8,512,68,47,1787
8,512,68,48,2835
8,512,68,49,157
8,512,69,0,2635
8,512,69,1,3765
8,512,69,2,11692
8,512,69,3,11809
8,512,69,4,4591
8,512,69,5,13586
8,512,69,6,7653
8,512,69,7,11293
8,512,69,8,2974
8,512,69,9,1142
8,512,69,10,7501
8,512,69,11,13183
8,512,69,12,1097
8,512,69,13,4211
8,512,69,14,9788
8,512,69,15,6891
8,512,69,16,965
8,512,69,17,4677
8,512,69,18,3238
8,512,69,19,7774
8,512,69,20,12768
8,512,69,21,12559
8,512,69,22,5831
8,512,69,23,6815
8,512,69,24,611
8,512,69,25,11143
8,512,69,26,6107
8,512,69,27,34191
8,512,69,28,5660
8,512,69,29,11434
8,512,69,30,4675
8,512,69,31,3560
8,512,69,32,3495
8,512,69,33,3029
8,512,69,34,13682
8,512,69,35,3761
8,512,69,36,2436
8,512,69,37,10162
8,512,69,38,770
8,512,69,39,10049
8,512,69,40,985
8,512,69,41,22899
8,512,69,42,2808
8,512,69,43,7753
8,512,69,44,3819
8,512,69,45,3704
8,512,69,46,1103
8,512,69,47,5646
8,512,69,48,10003
8,512,69,49,3765
8,512,70,0,12732
8,512,70,1,8736
8,512,70,2,16959
8,512,70,3,1790
8,512,70,4,7173
8,512,70,5,3881
8,512,70,6,48913
8,512,70,7,8843
8,512,70,8,2663
8,512,70,9,2468
8,512,70,10,7085
8,512,70,11,2018
8,512,70,12,2649
8,512,70,13,9440
8,512,70,14,1478
8,512,70,15,9948
8,512,70,16,485
8,512,70,17,5262
8,512,70,18,2148
8,512,70,19,1969
8,512,70,20,2361
8,512,70,21,7944
8,512,70,22,4482
8,512,70,23,5752
8,512,70,24,2580
8,512,70,25,5669
8,512,70,26,3330
8,512,70,27,2107
8,512,70,28,3660
8,512,70,29,12662
8,512,70,30,15368
8,512,70,31,7748
8,512,70,32,4755
8,512,70,33,2144
8,512,70,34,18220
8,512,70,35,3302
8,512,70,36,4590
8,512,70,37,17178
8,512,70,38,11248
8,512,70,39,17905
8,512,70,40,2256
8,512,70,41,1343
8,512,70,42,11120
8,512,70,43,2331
8,512,70,44,15020
8,512,70,45,5045
8,512,70,46,2806
8,512,70,47,5287
8,512,70,48,1137
8,512,70,49,23530
8,512,71,0,18831
8,512,71,1,3759
8,512,71,2,16073
8,512,71,3,17622
8,512,71,4,8375
8,512,71,5,5881
8,512,71,6,14021
8,512,71,7,1848
8,512,71,8,4052
8,512,71,9,5264
8,512,71,10,11586
8,512,71,11,2522
8,512,71,12,3420
8,512,71,13,2935
8,512,71,14,1216
8,512,71,15,7616
8,512,71,16,7248
8,512,71,17,1078
8,512,71,18,855
8,512,71,19,7307
8,512,71,20,4448
8,512,71,21,549
8,512,71,22,11070
8,512,71,23,30009
8,512,71,24,18813
8,512,71,25,1552
8,512,71,26,7441
8,512,71,27,14653
8,512,71,28,19252
8,512,71,29,490
8,512,71,30,11438
8,512,71,31,3103
8,512,71,32,1172
8,512,71,33,3327
8,512,71,34,1003
8,512,71,35,2336
8,512,71,36,3386
8,512,71,37,9141
8,512,71,38,16912
8,512,71,39,8289
8,512,71,40,2415
8,512,71,41,25631
8,512,71,42,9871
8,512,71,43,4490
8,512,71,44,594
8,512,71,45,9216
8,512,71,46,7452
8,512,71,47,28856
8,512,71,48,3885
8,512,71,49,12969
8,512,72,0,10363
8,512,72,1,10809
8,512,72,2,3904
8,512,72,3,420
8,512,72,4,1987
8,512,72,5,1376
8,512,72,6,2330
8,512,72,7,8200
8,512,72,8,5041
8,512,72,9,1095
8,512,72,10,19806
8,512,72,11,2407
8,512,72,12,8081
8,512,72,13,4177
8,512,72,14,15783
8,512,72,15,9894
8,512,72,16,7525
8,512,72,17,4292
8,512,72,18,18355
8,512,72,19,2229
8,512,72,20,1542
8,512,72,21,18289
8,512,72,22,12351
8,512,72,23,5088
8,512,72,24,23070
8,512,72,25,8210
8,512,72,26,8831
8,512,72,27,9401
8,512,72,28,2843
8,512,72,29,3238
8,512,72,30,2084
8,512,72,31,10435
8,512,72,32,4253
8,512,72,33,7112
8,512,72,34,3914
8,512,72,35,3627
8,512,72,36,5301
8,512,72,37,10819
8,512,72,38,2701
8,512,72,39,1253
8,512,72,40,2486
8,512,72,41,4699
8,512,72,42,2941
8,512,72,43,774
8,512,72,44,5492
8,512,72,45,23431
8,512,72,46,7717
8,512,72,47,687
8,512,72,48,12333
8,512,72,49,10863
8,512,73,0,8702
8,512,73,1,8136
8,512,73,2,5752
8,512,73,3,894
8,512,73,4,2459
8,512,73,5,10363
8,512,73,6,1244
8,512,73,7,23598
8,512,73,8,24679
8,512,73,9,9160
8,512,73,10,3987
8,512,73,11,8343
8,512,73,12,4914
8,512,73,13,545
8,512,73,14,40065
8,512,73,15,4675
8,512,73,16,9736
8,512,73,17,13822
8,512,73,18,3256
8,512,73,19,9774
8,512,73,20,2879
8,512,73,21,4925
8,512,73,22,1073
8,512,73,23,10035
8,512,73,24,2026
8,512,73,25,3015
8,512,73,26,11356
8,512,73,27,8480
8,512,73,28,790
8,512,73,29,17116
8,512,73,30,15695
8,512,73,31,1003
8,512,73,32,3819
8,512,73,33,9255
8,512,73,34,3466
8,512,73,35,2611
8,512,73,36,1904
8,512,73,37,5076
8,512,73,38,17181
8,512,73,39,1742
8,512,73,40,10748
8,512,73,41,5091
8,512,73,42,20232
8,512,73,43,7366
8,512,73,44,5156
8,512,73,45,15442
8,512,73,46,2904
8,512,73,47,9081
8,512,73,48,723
8,512,73,49,10092
10,1000,74,0,66071
10,1000,74,1,15185
10,1000,74,2,42761
10,1000,74,3,19120
10,1000,74,4,6218
10,1000,74,5,26312
10,1000,74,6,2208
10,1000,74,7,23201
10,1000,74,8,8872
10,1000,74,9,22270
10,1000,74,10,3738
10,1000,74,11,9325
10,1000,74,12,3603
10,1000,74,13,12098
10,1000,74,14,4618
10,1000,74,15,4420
10,1000,74,16,14449
10,1000,74,17,44790
10,1000,74,18,39032
10,1000,74,19,1578
10,1000,74,20,8450
10,1000,74,21,18771
10,1000,74,22,3275
10,1000,74,23,5757
10,1000,74,24,5070
10,1000,74,25,7995
10,1000,74,26,25192
10,1000,74,27,23801
10,1000,74,28,7334
10,1000,74,29,35075
10,1000,74,30,3062
10,1000,74,31,8277
10,1000,74,32,9450
10,1000,74,33,17965
10,1000,74,34,3688
10,1000,74,35,3843
10,1000,74,36,12880
10,1000,74,37,14366
10,1000,74,38,5277
10,1000,74,39,19364
10,1000,74,40,3924
10,1000,74,41,1470
10,1000,74,42,32381
10,1000,74,43,10212
10,1000,74,44,10170
10,1000,74,45,14551
10,1000,74,46,20962
10,1000,74,47,5065
10,1000,74,48,31216
10,1000,74,49,6745
10,1000,75,0,9734
10,1000,75,1,7970
10,1000,75,2,5230
10,1000,75,3,20241
10,1000,75,4,12886
10,1000,75,5,8154
10,1000,75,6,80981
10,1000,75,7,3506
10,1000,75,8,17967
10,1000,75,9,28348
10,1000,75,10,13537
10,1000,75,11,3263
10,1000,75,12,3479
10,1000,75,13,18653
10,1000,75,14,19706
10,1000,75,15,5608
10,1000,75,16,4008
10,1000,75,17,14315
10,1000,75,18,8462
10,1000,75,19,5705
10,1000,75,20,4374
10,1000,75,21,1920
10,1000,75,22,12993
10,1000,75,23,1681
10,1000,75,24,11833
10,1000,75,25,8277
10,1000,75,26,14087
10,1000,75,27,3621
10,1000,75,28,23090
10,1000,75,29,12212
10,1000,75,30,1802
10,1000,75,31,21601
10,1000,75,32,3772
10,1000,75,33,33994
10,1000,75,34,1496
10,1000,75,35,7670
10,1000,75,36,13972
10,1000,75,37,16902
10,1000,75,38,15225
10,1000,75,39,28564
10,1000,75,40,30013
10,1000,75,41,4837
10,1000,75,42,2102
10,1000,75,43,42123
10,1000,75,44,47494
10,1000,75,45,27172
10,1000,75,46,6704
10,1000,75,47,6140
10,1000,75,48,11472
10,1000,75,49,684
10,1000,76,0,39083
10,1000,76,1,8586
10,1000,76,2,41560
10,1000,76,3,6847
10,1000,76,4,14241
10,1000,76,5,12471
10,1000,76,6,16801
10,1000,76,7,2870
10,1000,76,8,7155
10,1000,76,9,10753
10,1000,76,10,3285
10,1000,76,11,10157
10,1000,76,12,57793
10,1000,76,13,32159
10,1000,76,14,23734
10,1000,76,15,10618
10,1000,76,16,6161
10,1000,76,17,1451
10,1000,76,18,3284
10,1000,76,19,33700
10,1000,76,20,25987
10,1000,76,21,25048
10,1000,76,22,849
10,1000,76,23,9112
10,1000,76,24,13910
10,1000,76,25,25505
10,1000,76,26,857
10,1000,76,27,8371
10,1000,76,28,360
10,1000,76,29,15401
10,1000,76,30,5662
10,1000,76,31,22401
10,1000,76,32,25524
10,1000,76,33,4222
10,1000,76,34,22412
10,1000,76,35,2798
10,1000,76,36,17254
10,1000,76,37,12035
10,1000,76,38,2347
10,1000,76,39,42288
10,1000,76,40,6008
10,1000,76,41,14585
10,1000,76,42,14854
10,1000,76,43,32192
10,1000,76,44,46134
10,1000,76,45,14029
10,1000,76,46,3787
10,1000,76,47,23328
10,1000,76,48,5730
10,1000,76,49,12448
10,1000,77,0,22630
10,1000,77,1,11607
10,1000,77,2,18554
10,1000,77,3,21024
10,1000,77,4,5087
10,1000,77,5,23598
10,1000,77,6,854
10,1000,77,7,8089
10,1000,77,8,15304
10,1000,77,9,5991
10,1000,77,10,16137
10,1000,77,11,35828
10,1000,77,12,9242
10,1000,77,13,1178
10,1000,77,14,18081
10,1000,77,15,38621
10,1000,77,16,16327
10,1000,77,17,53167
10,1000,77,18,30799
10,1000,77,19,22038
10,1000,77,20,1314
10,1000,77,21,43724
10,1000,77,22,45392
10,1000,77,23,9832
10,1000,77,24,11339
10,1000,77,25,1768
10,1000,77,26,29510
10,1000,77,27,1407
10,1000,77,28,27126
10,1000,77,29,13873
10,1000,77,30,1305
10,1000,77,31,1544
10,1000,77,32,956
10,1000,77,33,39672
10,1000,77,34,8349
10,1000,77,35,7137
10,1000,77,36,19624
10,1000,77,37,15777
10,1000,77,38,12951
10,1000,77,39,76298
10,1000,77,40,16391
10,1000,77,41,6944
10,1000,77,42,4273
10,1000,77,43,6303
10,1000,77,44,3525
10,1000,77,45,44735
10,1000,77,46,21351
10,1000,77,47,2506
10,1000,77,48,6005
10,1000,77,49,31852
10,1000,78,0,12820
10,1000,78,1,14854
10,1000,78,2,12694
10,1000,78,3,10283
10,1000,78,4,48251
10,1000,78,5,3484
10,1000,78,6,15599
10,1000,78,7,2648
10,1000,78,8,6305
10,1000,78,9,69675
10,1000,78,10,55729
10,1000,78,11,4610
10,1000,78,12,20422
10,1000,78,13,13346
10,1000,78,14,3946
10,1000,78,15,511
10,1000,78,16,8618
10,1000,78,17,4479
10,1000,78,18,1426
10,1000,78,19,23042
10,1000,78,20,1521
10,1000,78,21,17845
10,1000,78,22,12352
10,1000,78,23,4516
10,1000,78,24,1618
10,1000,78,25,21198
10,1000,78,26,43057
10,1000,78,27,2391
10,1000,78,28,2232
10,1000,78,29,13201
10,1000,78,30,4327
10,1000,78,31,8576
10,1000,78,32,58380
10,1000,78,33,4883
10,1000,78,34,14681
10,1000,78,35,38419
10,1000,78,36,17457
10,1000,78,37,48402
10,1000,78,38,36025
10,1000,78,39,2200
10,1000,78,40,10048
10,1000,78,41,8125
10,1000,78,42,4661
10,1000,78,43,2047
10,1000,78,44,4345
10,1000,78,45,26706
10,1000,78,46,10367
10,1000,78,47,14439
10,1000,78,48,3340
10,1000,78,49,11868
10,1000,79,0,1481
10,1000,79,1,2279
10,1000,79,2,16236
10,1000,79,3,5532
10,1000,79,4,4350
10,1000,79,5,2151
10,1000,79,6,8401
10,1000,79,7,2985
10,1000,79,8,6742
10,1000,79,9,2762
10,1000,79,10,1306
10,1000,79,11,6164
10,1000,79,12,16983
10,1000,79,13,19642
10,1000,79,14,4069
10,1000,79,15,33720
10,1000,79,16,14827
10,1000,79,17,21442
10,1000,79,18,8781
10,1000,79,19,3782
10,1000,79,20,74590
10,1000,79,21,8477
10,1000,79,22,73967
10,1000,79,23,7600
10,1000,79,24,14383
10,1000,79,25,6827
10,1000,79,26,9220
10,1000,79,27,13366
10,1000,79,28,5970
10,1000,79,29,8281
10,1000,79,30,4070
10,1000,79,31,5454
10,1000,79,32,2673
10,1000,79,33,25144
10,1000,79,34,4944
10,1000,79,35,504
10,1000,79,36,3610
10,1000,79,37,9603
10,1000,79,38,35700
10,1000,79,39,27358
10,1000,79,40,11338
10,1000,79,41,19513
10,1000,79,42,59130
10,1000,79,43,4026
10,1000,79,44,4226
10,1000,79,45,2092
10,1000,79,46,29791
10,1000,79,47,524
10,1000,79,48,23413
10,1000,79,49,15744
10,1000,80,0,6402
10,1000,80,1,25662
10,1000,80,2,6366
10,1000,80,3,5176
10,1000,80,4,12927
10,1000,80,5,11640
10,1000,80,6,1014
10,1000,80,7,26294
10,1000,80,8,1800
10,1000,80,9,9842
10,1000,80,10,3469
10,1000,80,11,17055
10,1000,80,12,57707
10,1000,80,13,34495
10,1000,80,14,25575
10,1000,80,15,11332
10,1000,80,16,8550
10,1000,80,17,16034
10,1000,80,18,4203
10,1000,80,19,9456
10,1000,80,20,19313
10,1000,80,21,3054
10,1000,80,22,22076
10,1000,80,23,2057
10,1000,80,24,9313
10,1000,80,25,12225
10,1000,80,26,2784
10,1000,80,27,15586
10,1000,80,28,48003
10,1000,80,29,8917
10,1000,80,30,6526
10,1000,80,31,6074
10,1000,80,32,22470
10,1000,80,33,17026
10,1000,80,34,19658
10,1000,80,35,2941
10,1000,80,36,2949
10,1000,80,37,22149
10,1000,80,38,8334
10,1000,80,39,6387
10,1000,80,40,22598
10,1000,80,41,9522
10,1000,80,42,17332
10,1000,80,43,56476
10,1000,80,44,3335
10,1000,80,45,11022
10,1000,80,46,1506
10,1000,80,47,1423
10,1000,80,48,14979
10,1000,80,49,1681
10,1000,81,0,4833
10,1000,81,1,3065
10,1000,81,2,19686
10,1000,81,3,10045
10,1000,81,4,27213
10,1000,81,5,10781
10,1000,81,6,7709
10,1000,81,7,2165
10,1000,81,8,5395
10,1000,81,9,15422
10,1000,81,10,28259
10,1000,81,11,6228
10,1000,81,12,15877
10,1000,81,13,1313
10,1000,81,14,7083
10,1000,81,15,27004
10,1000,81,16,15423
10,1000,81,17,19773
10,1000,81,18,689
10,1000,81,19,2683
10,1000,81,20,19015
10,1000,81,21,23477
10,1000,81,22,5452
10,1000,81,23,22025
10,1000,81,24,3529
10,1000,81,25,3683
10,1000,81,26,8378
10,1000,81,27,26081
10,1000,81,28,2220
10,1000,81,29,2622
10,1000,81,30,31272
10,1000,81,31,2562
10,1000,81,32,4742
10,1000,81,33,16262
10,1000,81,34,42339
10,1000,81,35,29836
10,1000,81,36,2659
10,1000,81,37,6340
10,1000,81,38,4343
10,1000,81,39,15377
10,1000,81,40,75446
10,1000,81,41,5230
10,1000,81,42,19415
10,1000,81,43,40555
10,1000,81,44,12346
10,1000,81,45,20058
10,1000,81,46,79510
10,1000,81,47,6253
10,1000,81,48,31969
10,1000,81,49,21309
12,1728,82,0,37546
12,1728,82,1,55299
12,1728,82,2,16432
12,1728,82,3,14611
12,1728,82,4,52497
12,1728,82,5,23934
12,1728,82,6,38972
12,1728,82,7,36346
12,1728,82,8,12009
12,1728,82,9,7586
12,1728,82,10,12272
12,1728,82,11,32250
12,1728,82,12,75118
12,1728,82,13,42637
12,1728,82,14,10932
12,1728,82,15,6074
12,1728,82,16,75241
12,1728,82,17,51472
12,1728,82,18,64859
12,1728,82,19,6279
12,1728,82,20,52860
12,1728,82,21,3766
12,1728,82,22,18271
12,1728,82,23,31745
12,1728,82,24,19163
12,1728,82,25,6750
12,1728,82,26,24558
12,1728,82,27,20803
12,1728,82,28,15147
12,1728,82,29,32955
12,1728,82,30,14235
12,1728,82,31,9354
12,1728,82,32,2767
12,1728,82,33,12840
12,1728,82,34,6013
12,1728,82,35,163563
12,1728,82,36,12805
12,1728,82,37,21841
12,1728,82,38,8184
12,1728,82,39,5204
12,1728,82,40,1036
12,1728,82,41,27001
12,1728,82,42,18141
12,1728,82,43,88133
12,1728,82,44,876
12,1728,82,45,22097
12,1728,82,46,7638
12,1728,82,47,12580
12,1728,82,48,5290
12,1728,82,49,33282
12,1728,83,0,21782
12,1728,83,1,14506
12,1728,83,2,8221
12,1728,83,3,3092
12,1728,83,4,31085
12,1728,83,5,27385
12,1728,83,6,54236
12,1728,83,7,43740
12,1728,83,8,35823
12,1728,83,9,16223
12,1728,83,10,127316
12,1728,83,11,18865
12,1728,83,12,4702
12,1728,83,13,2067
12,1728,83,14,14863
12,1728,83,15,56355
12,1728,83,16,2745
12,1728,83,17,44142
12,1728,83,18,27277
12,1728,83,19,18575
12,1728,83,20,16947
12,1728,83,21,38268
12,1728,83,22,6943
12,1728,83,23,10578
12,1728,83,24,19542
12,1728,83,25,27161
12,1728,83,26,1422
12,1728,83,27,14791
12,1728,83,28,22168
12,1728,83,29,9502
12,1728,83,30,28641
12,1728,83,31,61195
12,1728,83,32,750
12,1728,83,33,34467
12,1728,83,34,11883
12,1728,83,35,33431
12,1728,83,36,32839
12,1728,83,37,6097
12,1728,83,38,5462
12,1728,83,39,72758
12,1728,83,40,27374
12,1728,83,41,20874
12,1728,83,42,8320
12,1728,83,43,76456
12,1728,83,44,37650
12,1728,83,45,31864
12,1728,83,46,7043
12,1728,83,47,26017
12,1728,83,48,5591
12,1728,83,49,5383
12,1728,84,0,7310
12,1728,84,1,35245
12,1728,84,2,50548
12,1728,84,3,63970
12,1728,84,4,17859
12,1728,84,5,25463
12,1728,84,6,39123
12,1728,84,7,4568
12,1728,84,8,34043
12,1728,84,9,37673
12,1728,84,10,21965
12,1728,84,11,12795
12,1728,84,12,10715
12,1728,84,13,11357
12,1728,84,14,2090
12,1728,84,15,9377
12,1728,84,16,71217
12,1728,84,17,61906
12,1728,84,18,62548
12,1728,84,19,14893
12,1728,84,20,18634
12,1728,84,21,66514
12,1728,84,22,1926
12,1728,84,23,39698
12,1728,84,24,33052
12,1728,84,25,4367
12,1728,84,26,65051
12,1728,84,27,6265
12,1728,84,28,12901
12,1728,84,29,53506
12,1728,84,30,6653
12,1728,84,31,23103
12,1728,84,32,85749
12,1728,84,33,31371
12,1728,84,34,14172
12,1728,84,35,6928
12,1728,84,36,6422
12,1728,84,37,74400
12,1728,84,38,32756
12,1728,84,39,62209
12,1728,84,40,41230
12,1728,84,41,10584
12,1728,84,42,48868
12,1728,84,43,10919
12,1728,84,44,25654
12,1728,84,45,27117
12,1728,84,46,49839
12,1728,84,47,14862
12,1728,84,48,56631
12,1728,84,49,70631
12,1728,85,0,8747
12,1728,85,1,38084
12,1728,85,2,68415
12,1728,85,3,6807
12,1728,85,4,18933
12,1728,85,5,1562
12,1728,85,6,3163
12,1728,85,7,56932
12,1728,85,8,7591
12,1728,85,9,13597
12,1728,85,10,80343
12,1728,85,11,13315
12,1728,85,12,21156
12,1728,85,13,8203
12,1728,85,14,16471
12,1728,85,15,5303
12,1728,85,16,28792
12,1728,85,17,2199
12,1728,85,18,2609
12,1728,85,19,20917
12,1728,85,20,14991
12,1728,85,21,1200
12,1728,85,22,22849
12,1728,85,23,54343
12,1728,85,24,16733
12,1728,85,25,4160
12,1728,85,26,107757
12,1728,85,27,7824
12,1728,85,28,21078
12,1728,85,29,29644
12,1728,85,30,22327
12,1728,85,31,44338
12,1728,85,32,4072
12,1728,85,33,43337
12,1728,85,34,2640
12,1728,85,35,5134
12,1728,85,36,13485
12,1728,85,37,79942
12,1728,85,38,31855
12,1728,85,39,68678
12,1728,85,40,5088
12,1728,85,41,30176
12,1728,85,42,12671
12,1728,85,43,18263
12,1728,85,44,15169
12,1728,85,45,36067
12,1728,85,46,26391
12,1728,85,47,58237
12,1728,85,48,6178
12,1728,85,49,18134
12,1728,86,0,16961
12,1728,86,1,7778
12,1728,86,2,22081
12,1728,86,3,47004
12,1728,86,4,73201
12,1728,86,5,21796
12,1728,86,6,5551
12,1728,86,7,4015
12,1728,86,8,3033
12,1728,86,9,18930
12,1728,86,10,33143
12,1728,86,11,64078
12,1728,86,12,36654
12,1728,86,13,82311
12,1728,86,14,9377
12,1728,86,15,77742
12,1728,86,16,4067
12,1728,86,17,1840
12,1728,86,18,23606
12,1728,86,19,42774
12,1728,86,20,86115
12,1728,86,21,16166
12,1728,86,22,8816
12,1728,86,23,3268
12,1728,86,24,32602
12,1728,86,25,38785
12,1728,86,26,1465
12,1728,86,27,14003
12,1728,86,28,43166
12,1728,86,29,7612
12,1728,86,30,41273
12,1728,86,31,29900
12,1728,86,32,71795
12,1728,86,33,22776
12,1728,86,34,4217
12,1728,86,35,87759
12,1728,86,36,30986
12,1728,86,37,19927
12,1728,86,38,31578
12,1728,86,39,99074
12,1728,86,40,13684
12,1728,86,41,14164
12,1728,86,42,26196
12,1728,86,43,52669
12,1728,86,44,29695
12,1728,86,45,17708
12,1728,86,46,13571
12,1728,86,47,14995
12,1728,86,48,7027
12,1728,86,49,71579
12,1728,87,0,1583
12,1728,87,1,53491
12,1728,87,2,8378
12,1728,87,3,16815
12,1728,87,4,2549
12,1728,87,5,6371
12,1728,87,6,944
12,1728,87,7,11447
12,1728,87,8,789
12,1728,87,9,41821
12,1728,87,10,1462
12,1728,87,11,4414
12,1728,87,12,23305
12,1728,87,13,50190
12,1728,87,14,13854
12,1728,87,15,2984
12,1728,87,16,71509
12,1728,87,17,6826
12,1728,87,18,27624
12,1728,87,19,62606
12,1728,87,20,968
12,1728,87,21,53983
12,1728,87,22,42274
12,1728,87,23,1747
12,1728,87,24,4520
12,1728,87,25,37419
12,1728,87,26,20320
12,1728,87,27,7178
12,1728,87,28,19779
12,1728,87,29,23045
12,1728,87,30,1827
12,1728,87,31,31977
12,1728,87,32,31585
12,1728,87,33,39170
12,1728,87,34,34127
12,1728,87,35,9291
12,1728,87,36,112709
12,1728,87,37,11730
12,1728,87,38,48335
12,1728,87,39,7802
12,1728,87,40,21349
12,1728,87,41,6967
12,1728,87,42,15454
12,1728,87,43,27208
12,1728,87,44,20943
12,1728,87,45,6040
12,1728,87,46,8079
12,1728,87,47,29798
12,1728,87,48,54729
12,1728,87,49,6284
12,1728,88,0,35996
12,1728,88,1,9884
12,1728,88,2,57828
12,1728,88,3,8450
12,1728,88,4,20181
12,1728,88,5,67659
12,1728,88,6,4566
12,1728,88,7,38559
12,1728,88,8,12161
12,1728,88,9,1737
12,1728,88,10,11916
12,1728,88,11,5584
12,1728,88,12,132358
12,1728,88,13,123427
12,1728,88,14,21308
12,1728,88,15,54379
12,1728,88,16,1291
12,1728,88,17,14335
12,1728,88,18,10589
12,1728,88,19,24312
12,1728,88,20,2574
12,1728,88,21,11224
12,1728,88,22,25239
12,1728,88,23,4470
12,1728,88,24,49589
12,1728,88,25,44840
12,1728,88,26,7522
12,1728,88,27,62535
12,1728,88,28,18755
12,1728,88,29,86354
12,1728,88,30,3914
12,1728,88,31,80639
12,1728,88,32,13710
12,1728,88,33,14127
12,1728,88,34,4635
12,1728,88,35,13566
12,1728,88,36,17846
12,1728,88,37,15785
12,1728,88,38,54309
12,1728,88,39,11496
12,1728,88,40,15912
12,1728,88,41,44102
12,1728,88,42,7079
12,1728,88,43,23935
12,1728,88,44,23819
12,1728,88,45,10978
12,1728,88,46,1791
12,1728,88,47,36967
12,1728,88,48,19629
12,1728,88,49,29363
12,1728,89,0,60259
12,1728,89,1,151090
12,1728,89,2,18728
12,1728,89,3,30881
12,1728,89,4,9585
12,1728,89,5,9278
12,1728,89,6,11000
12,1728,89,7,10218
12,1728,89,8,13835
12,1728,89,9,2189
12,1728,89,10,10950
12,1728,89,11,3481
12,1728,89,12,22623
12,1728,89,13,31545
12,1728,89,14,140915
12,1728,89,15,5378
12,1728,89,16,19961
12,1728,89,17,2522
12,1728,89,18,59137
12,1728,89,19,9058
12,1728,89,20,8270
12,1728,89,21,2439
12,1728,89,22,100929
12,1728,89,23,14457
12,1728,89,24,97176
12,1728,89,25,11944
12,1728,89,26,7160
12,1728,89,27,74791
12,1728,89,28,23096
12,1728,89,29,8363
12,1728,89,30,2962
12,1728,89,31,113332
12,1728,89,32,47114
12,1728,89,33,4407
12,1728,89,34,42079
12,1728,89,35,40072
12,1728,89,36,14033
12,1728,89,37,10944
12,1728,89,38,43714
12,1728,89,39,3781
12,1728,89,40,1415
12,1728,89,41,5746
12,1728,89,42,14813
12,1728,89,43,51426
12,1728,89,44,17566
12,1728,89,45,24236
12,1728,89,46,14322
12,1728,89,47,12296
12,1728,89,48,44460
12,1728,89,49,9398
14,2744,90,0,2485
14,2744,90,1,8946
14,2744,90,2,49931
14,2744,90,3,7905
14,2744,90,4,48919
14,2744,90,5,3589
14,2744,90,6,1538
14,2744,90,7,72689
14,2744,90,8,41564
14,2744,90,9,28509
14,2744,90,10,42823
14,2744,90,11,125384
14,2744,90,12,122357
14,2744,90,13,91702
14,2744,90,14,28353
14,2744,90,15,46228
14,2744,90,16,37985
14,2744,90,17,14029
14,2744,90,18,11629
14,2744,90,19,26855
14,2744,90,20,110318
14,2744,90,21,33444
14,2744,90,22,128820
14,2744,90,23,37530
14,2744,90,24,46503
14,2744,90,25,134668
14,2744,90,26,18958
14,2744,90,27,58091
14,2744,90,28,54988
14,2744,90,29,140020
14,2744,90,30,21774
14,2744,90,31,58871
14,2744,90,32,153508
14,2744,90,33,15657
14,2744,90,34,1319
14,2744,90,35,15877
14,2744,90,36,47015
14,2744,90,37,19086
14,2744,90,38,9532
14,2744,90,39,31153
14,2744,90,40,33599
14,2744,90,41,24954
14,2744,90,42,75324
14,2744,90,43,33717
14,2744,90,44,32767
14,2744,90,45,61868
14,2744,90,46,14535
14,2744,90,47,7519
14,2744,90,48,1505
14,2744,90,49,31363
14,2744,91,0,43435
14,2744,91,1,78082
14,2744,91,2,56274
14,2744,91,3,34841
14,2744,91,4,7399
14,2744,91,5,35951
14,2744,91,6,49689
14,2744,91,7,12691
14,2744,91,8,35088
14,2744,91,9,12208
14,2744,91,10,10161
14,2744,91,11,84759
14,2744,91,12,45972
14,2744,91,13,124037
14,2744,91,14,47468
14,2744,91,15,10519
14,2744,91,16,82199
14,2744,91,17,2091
14,2744,91,18,36890
14,2744,91,19,130478
14,2744,91,20,35258
14,2744,91,21,22326
14,2744,91,22,19161
14,2744,91,23,47347
14,2744,91,24,14275
14,2744,91,25,31339
14,2744,91,26,19889
14,2744,91,27,61603
14,2744,91,28,16459
14,2744,91,29,72044
14,2744,91,30,52228
14,2744,91,31,43620
14,2744,91,32,86433
14,2744,91,33,22735
14,2744,91,34,176386
14,2744,91,35,14618
14,2744,91,36,741
14,2744,91,37,122090
14,2744,91,38,40681
14,2744,91,39,18523
14,2744,91,40,34509
14,2744,91,41,9296
14,2744,91,42,116428
