L_nm,A_apparent,Ea_apparent,A_ratio,Ea_ratio
10.0,1666372430946075.2,80.08085212518311,166.63724309460753,1.001010651564789
50.0,45461856999286.99,79.90335548680717,4.546185699928699,0.9987919435850896
100.0,6806731813511.474,78.98445415229675,0.6806731813511474,0.9873056769037094
