Variable,Coefficient,P_Value,Significant_at_5pct
const,-11.115913281531338,0.0002687375980795894,True
alpha_rtm,11.008155253270708,0.01807438590937246,True
KDP_max,0.23012573061295036,4.949989192330117e-07,True
VEL_rotation,-0.005717928015614391,0.8363613257430589,False
