t,beta_center,beta_avg,beta_max,phi_energy
0.0,0.0,0.0,0.0,0.0
0.21650635094610965,2.212221250561548e-05,0.0001233657482600579,0.0007106037869894774,1.90196418141454e-05
0.4330127018922193,0.00774457493037491,0.0023959193437722535,0.012996963156810409,0.0004640207928874193
0.649519052838329,0.025312642226021434,0.0021802301600018035,0.025312642226021434,0.00041792545517223815
0.8660254037844386,0.0007033478600196093,-0.0006305830827650223,0.0007033478600196093,0.0004644950376902695
