beta,V_beta,alpha
3.35929648241206,34.99952915614211,2.6495226130653267
3.3894472361809043,36.266632181434005,2.6528391959798996
3.4195979899497484,37.574904717485296,2.6561557788944725
3.449748743718593,38.92422159406839,2.6594723618090454
3.479899497487437,40.31448691245936,2.662788944723618
3.5100502512562812,41.74563276547248,2.666105527638191
3.540201005025126,43.217617994515926,2.669422110552764
3.5703517587939695,44.73042698337472,2.6727386934673367
3.600502512562814,46.28406848836741,2.6760552763819097
3.6306532663316577,47.87857450446756,2.6793718592964826
3.6608040201005023,49.51399916693491,2.6826884422110555
3.690954773869347,51.19041768795505,2.6860050251256284
3.7211055276381906,52.907925327750775,2.689321608040201
3.751256281407035,54.66663639959292,2.692638190954774
3.781407035175879,56.466683308108834,2.695954773869347
3.8115577889447234,58.308215620263255,2.6992713567839197
3.841708542713568,60.191399168361215,2.7025879396984926
3.8718592964824117,62.116415184407735,2.7059045226130656
3.9020100502512562,64.08345946514252,2.7092211055276385
3.9321608040201,66.09274156705395,2.712537688442211
3.9623115577889445,68.144484030672,2.715854271356784
3.992462311557789,70.23892163342722,2.719170854271357
4.022613065326633,72.3763006703632,2.7220351758793973
4.052763819095477,74.55687826198488,2.7247487437185933
4.082914572864321,76.78092168852484,2.727462311557789
4.113065326633166,79.04870774991291,2.730175879396985
4.14321608040201,81.36052215073464,2.732889447236181
4.173366834170854,83.7166589094713,2.735603015075377
4.203517587939698,86.11741979131799,2.738316582914573
4.233668341708542,88.56311376388375,2.741030150753769
4.263819095477387,91.05405647508717,2.743743718592965
4.293969849246231,93.59056975256668,2.746457286432161
4.324120603015075,96.1729811239381,2.749170854271357
4.3542713567839195,98.8016233572408,2.7518844221105527
4.384422110552763,101.47683402092345,2.754597989949749
4.414572864321608,104.19895506273646,2.757311557788945
4.444723618090452,106.96833240690522,2.760025125628141
4.474874371859296,109.7853155689749,2.7627386934673366
4.505025125628141,112.65025728772876,2.7654522613065327
4.535175879396984,115.56351317359449,2.7681658291457287
4.565326633165829,118.52544137296906,2.770879396984925
4.5954773869346734,121.53640224790223,2.773592964824121
4.625628140703517,124.59675807059715,2.7763065326633165
4.655778894472362,127.70687273219677,2.7790201005025126
4.685929648241205,130.86711146533864,2.7817336683417087
4.71608040201005,134.07784057997836,2.7844472361809047
4.7462311557788945,137.33942721198946,2.787160804020101
4.776381909547738,140.65223908406693,2.7898743718592964
4.806532663316583,144.01664427847197,2.7925879396984925
4.8366834170854265,147.43301102116843,2.7953015075376886
4.866834170854271,150.90170747691843,2.7980150753768847
4.896984924623116,154.42310155491222,2.8007286432160803
4.927135678391959,157.9975607245258,2.8034422110552764
4.957286432160804,161.62545184080858,2.8061557788944724
4.987437185929648,165.3071409793165,2.8088693467336685
5.017587939698492,169.04299327992172,2.81
5.047738693467337,172.8333727992354,2.81
5.07788944723618,176.67864237129885,2.81
5.108040201005025,180.5791634762064,2.81
5.138190954773869,184.53529611633192,2.81
5.168341708542713,188.5473986998496,2.81
5.198492462311558,192.6158279312419,2.81
5.2286432160804015,196.74093870850353,2.81
5.258793969849246,200.9230840267596,2.81
5.288944723618091,205.1626148880227,2.81
5.319095477386934,209.4598802168289,2.81
5.349246231155779,213.81522678149867,2.81
5.379396984924623,218.22899912077506,2.81
5.409547738693467,222.70153947560917,2.81
5.439698492462312,227.23318772586123,2.81
5.469849246231155,231.82428133170202,2.81
5.5,236.4751552795031,2.81
