r,slope,intercept,r_squared,alpha_true,Z_true,log_Z
4,2.466128734037615,0.1501771239988536,0.9985318216094018,2.4621171572600096,1.414213562373095,0.15051499783199057
6,2.003522722373121,0.08463021605633131,0.997469827406238,2.0,1.224744871391589,0.08804562952784058
8,1.540879130906637,0.06187665637054758,0.9959491656771222,1.5378828427399902,1.1547005383792517,0.062469368304150036
10,1.2327540209196033,0.04376149328525752,0.9928784325098786,1.2384058440442354,1.118033988749895,0.04845500650402823
12,1.0896031205522512,0.03067153113638351,0.9918166101550364,1.0948517463551333,1.0954451150103321,0.03959062302381238
15,1.023306320285436,0.03240088333721502,0.9904205859413842,1.0219738852611864,1.0741723110591492,0.0310739533744222
