time,weak_pulse,strong_pulse
0.2245561390347587,-1.324125032038736,-2.9130764479367035
0.22505626406601653,-1.3374712412504874,-2.942438105543194
0.22555638909727435,-1.3508822784397343,-2.971942384676477
0.22605651412853214,-1.3643579136329382,-3.0015887793949316
0.22655663915978996,-1.3778979135715543,-3.0313767765299193
0.22705676419104778,-1.3915020417255193,-3.0613058557154638
0.2275568892223056,-1.4051700583068152,-3.0913754894180863
0.22805701425356342,-1.4189017202831058,-3.12158514296681
0.22855713928482124,-1.4326967813914468,-3.1519342745833185
0.22905726431607903,-1.44655499215207,-3.1824223354122823
0.22955738934733685,-1.4604760998822373,-3.213048769551839
0.23005751437859467,-1.4744598487101683,-3.2438130140842323
0.2305576394098525,-1.4885059795890387,-3.27471449910661
0.2310577644411103,-1.5026142303110481,-3.305752647761974
0.2315578894723681,-1.516784335521559,-3.3369268762702813
0.23205801450362593,-1.5310160267333037,-3.368236593959706
0.23255813953488375,-1.545309032340662,-3.3996812032980426
0.23305826456614157,-1.5596630776340044,-3.431260099924268
0.23355838959739939,-1.5740778848141044,-3.4629726726802446
0.23405851462865718,-1.5885531730066182,-3.4948183036425755
0.234558639659915,-1.6030886582766293,-3.526796368154606
0.23505876469117282,-1.61768405364326,-3.558906234858566
0.23555888972243064,-1.6323390690943476,-3.5911472657278556
0.23605901475368846,-1.6470534116011855,-3.6235188160994825
0.23655913978494625,-1.6618267851333282,-3.656020234706625
0.23705926481620407,-1.6766588906734594,-3.688650863711347
0.2375593898474619,-1.6915494262323227,-3.7214100387374436
0.2380595148787197,-1.7064980868637165,-3.754297088903431
0.23855963990997753,-1.7215045646795482,-3.7873113368556632
0.23905976494123535,-1.7365685488649494,-3.820452098801593
0.23955988997249314,-1.7516897256934558,-3.8537186845431557
0.24006001500375096,-1.766867778542241,-3.8871103975102916
0.24056014003500878,-1.7821023879074138,-3.920626534794598
0.2410602650662666,-1.7973932314193724,-3.9542663871831096
0.24156039009752442,-1.8127399838582166,-3.9880292391922056
0.2420605151287822,-1.8281423171692202,-4.021914369101644
0.24256064016004003,-1.8435999004783568,-4.055921048988728
0.24306076519129785,-1.8591124001078838,-4.0900485447625865
0.24356089022255567,-1.874679479591983,-4.124296116198575
0.2440610152538135,-1.8903007996924543,-4.15866301697281
0.24456114028507128,-1.9059760184144658,-4.1931484946968185
0.2450612653163291,-1.9217047910223568,-4.227751790952306
0.24556139034758692,-1.9374867700554956,-4.26247214132604
0.24606151537884474,-1.9533216053441895,-4.297308775444849
0.24656164041010256,-1.969208944025646,-4.332260917010748
0.24706176544136035,-1.9851484305599867,-4.367327783836162
0.24756189047261817,-2.0011397067463146,-4.4025085878792725
0.248062015503876,-2.017182411738826,-4.437802535279468
0.2485621405351338,-2.0332761820629797,-4.4732088263929155
0.24906226556639163,-2.0494206516317086,-4.508726655828223
0.24956239059764943,-2.065615451761687,-4.544355212482226
0.25006251562890724,-2.0818602111896394,-4.5800936795758735
0.2505626406601651,-2.0981545560887014,-4.615941234690219
0.2510627656914229,-2.114498110084827,-4.651897049802513
0.2515628907226807,-2.13089049427324,-4.687960291322406
0.2520630157539385,-2.147331327234935,-4.72413012012824
0.2525631407851963,-2.16382022505322,-4.760405691603452
0.25306326581645416,-2.1803568013303067,-4.7967861556730576
0.25356339084771196,-2.1969406672039433,-4.833270656840255
0.25406351587896975,-2.2135714313640906,-4.8698583342231085
0.2545636409102276,-2.2302487000696423,-4.906548321591341
0.2550637659414854,-2.246972077165187,-4.9433397474032015
0.25556389097274324,-2.2637411640978127,-4.980231734842433
0.256064016004001,-2.280555559933952,-5.01722340185534
0.2565641410352588,-2.2974148613762675,-5.05431386118793
0.25706426606651667,-2.3143186627805763,-5.0915022204231555
0.25756439109777446,-2.331266556172819,-5.128787582018239
0.2580645161290323,-2.3482581312660638,-5.166169043342077
0.2585646411602901,-2.365292975477545,-5.203645696712738
0.2590647661915479,-2.3823706739457498,-5.241216629435048
0.25956489122280574,-2.399490809547532,-5.278880923838229
0.26006501625406353,-2.4166529629152684,-5.3166376573136604
0.2605651412853214,-2.433856712454049,-5.35448590235269
0.26106526631657917,-2.4511016343589027,-5.392424726584534
0.26156539134783696,-2.468387302632059,-5.430453192814245
0.2620655163790948,-2.485713289100245,-5.468570359060772
0.2625656414103526,-2.503079163432012,-5.506775278595075
0.26306576644161045,-2.5204844931551,-5.54506699997833
0.26356589147286824,-2.537928843673833,-5.583444567100197
0.26406601650412603,-2.5554117782865435,-5.6219070192171605
0.2645661415353839,-2.5729328582030355,-5.660453390990931
0.2650662665666417,-2.590491642562071,-5.699082712526933
0.2655663915978995,-2.6080876884488937,-5.737794009412849
0.2660665166291573,-2.6257205509127752,-5.776586302757223
0.2665666416604151,-2.6433897829845967,-5.815458609228144
0.26706676669167295,-2.661094935694457,-5.854409941091978
