noise_level,ols_mae,ols_std,robust_mae,robust_std
0.0,0.0,0.0,0.0,0.0
0.05,0.01792291367414722,0.0227606671130126,0.019084623816634474,0.023877119973337187
0.1,0.036325025384521446,0.046232907042986465,0.04048464272143569,0.050463269463003634
0.2,0.07764340605816464,0.09705870197456154,0.08576757970441178,0.10294935703712543
0.3,0.11338856662102728,0.13315584793325316,0.11536263521595452,0.14018143736567773
0.5,0.2135590542870495,0.26000798558707594,0.22858022820511262,0.2838606793487138
