state,alpha_true,alpha_estimated,r_squared
awake,2.0708123005440497,2.076306237113275,0.9946702452548765
awake,2.0536134138550906,2.0661040675439217,0.9983081495890614
awake,2.040194732627522,2.089292426518773,0.9962850664518088
awake,2.182128979565343,2.02426022492752,0.9958680364531878
awake,2.1235647975965746,2.0415635050813905,0.9955054535692308
awake,2.3242096510903956,2.3901267986267856,0.9962525076437598
awake,2.44995533431672,2.455722803772102,0.9968116991418714
awake,2.1847870685962096,2.042826823865774,0.9856759800308859
awake,2.1733268834719484,1.993614811121381,0.9977008380865788
awake,1.7920826350244212,1.8453789220351602,0.9984705528256665
awake,1.805496203510172,1.86847079798693,0.9958854319471924
awake,2.0217066651786157,2.0142081703032164,0.994660189903549
awake,2.106453672752269,2.08065867725928,0.9932181274212771
awake,2.1326158621088767,2.163468812621026,0.9976645368569509
awake,2.22404190914142,2.1681711797943857,0.9925490453880567
awake,2.2391468297704953,2.23794786957274,0.9976440745903007
awake,2.1423674646083404,2.1393957829046384,0.9951944889327284
awake,1.9672457051605803,2.000499782455251,0.9899732169114985
awake,2.1850995715479944,2.143514297068515,0.9906465860595299
awake,1.9632326568497038,1.919755915149844,0.9937786178814619
awake,2.0383239906670028,2.0789375523143403,0.9944167764760302
awake,1.6769746766638964,1.6460396310394037,0.9959510628019614
awake,2.5779862367716584,2.5358995111165057,0.9965942224174258
awake,1.931321748057916,1.9444754655790166,0.9975459114638294
awake,2.041366759924142,2.0485455472088065,0.9961616795425638
awake,2.195960626004834,2.2050017343141732,0.9860922787533781
awake,2.047192551595156,2.131554794722217,0.9932804640377881
awake,2.000846717768593,1.9132043756942843,0.9968550383397307
awake,2.066409086353009,2.0587417207701484,0.9952826929933645
awake,2.164626900775462,2.195737618926867,0.9981927238411253
awake,1.9315648265884753,1.833790876529176,0.9889513649206179
awake,2.1679911063199766,2.175800146828263,0.9857030331646217
awake,1.9912628769351757,2.0142470649951703,0.9939554543383801
awake,2.356456204301328,2.2578124230316114,0.9968268081094164
awake,1.6376156737285146,1.6400460575070865,0.9913351162922135
awake,2.415878451654499,2.304300484248361,0.9975214464146382
awake,1.8343414796494228,1.7714752762412227,0.992489297567989
awake,1.9977972590347186,1.9599926738119235,0.9954521274780932
awake,2.1118804393034467,2.045182210043032,0.9907467598280986
awake,2.10828120134885,2.132491801029529,0.9868003283443568
awake,1.9943459513668678,1.9509125931566862,0.9901283789942902
awake,2.1250504382543607,2.163479769508109,0.9936505047545348
awake,2.2363145217186537,2.122437279027195,0.9971268930081941
awake,1.9417468866934224,1.7939972548129273,0.9873875387865835
awake,2.3157293377813124,2.3763552999975914,0.9946815928637761
awake,2.1663453234203014,2.2507010284388844,0.9899783986964841
awake,2.019425360641752,1.886949674200517,0.9905114569934296
awake,2.2927375177312626,2.432063331525715,0.9940190820164134
awake,2.301443449744684,2.3284112094870477,0.9947880183618281
awake,2.3167275430889713,2.3772068841413243,0.98791789925281
awake,2.104925371365196,2.0361726531919904,0.9936862603342271
awake,2.046931390328653,2.0345228352314133,0.992489373048391
awake,2.204428457373937,2.1418034885249617,0.9936797259809383
awake,2.369960743759065,2.4434650952870696,0.9971208607887854
awake,1.9971668142774743,2.112323010911344,0.9938376176369659
awake,1.923495272134364,1.809394457825656,0.9930812295223607
awake,2.241982704213521,2.321894010102439,0.9908762229083151
awake,1.9944545333836157,1.952972165387389,0.9999206842781396
awake,2.3266924686166113,2.2660657415623344,0.9896206213692335
awake,2.089156101042827,2.1369194289227575,0.9941579868554956
awake,2.433048278700732,2.3847625370021834,0.9993841439377643
awake,2.3524332583421748,2.338685930060048,0.9936498312088303
awake,2.1059860041779643,2.1834046108066913,0.993419504303795
awake,2.07941824454337,2.037274520639617,0.9983633554323874
awake,2.4461532341603176,2.4532026015600628,0.9944090875557315
awake,2.222747060447994,2.268831451424145,0.9974000565203568
awake,2.039692604958782,1.967230056627899,0.9766165734234699
awake,2.211955986273806,2.303677646731783,0.9942347016492777
awake,2.1431879431869003,2.187126695712542,0.9983034227654698
awake,2.1431523065513582,2.1039709275778202,0.9938779465102966
awake,2.1344464583351694,2.2484842277969457,0.9925450237212486
awake,2.2352647031910426,2.2477892917835787,0.9976462298272372
awake,2.367303616905221,2.3541081756778084,0.9957160098956418
awake,2.3226651057660344,2.3474307984268528,0.9989291628022725
awake,2.2920528031255705,2.3003554572186875,0.9959864235522536
awake,2.1999813797973946,2.15913475460556,0.9962505764613659
awake,1.7529210756589688,1.8557727068334013,0.991687949623208
awake,2.307365001135815,2.402708482266968,0.9964864303475153
awake,2.085295339308032,2.023556594121006,0.9953028516432676
awake,2.0923586581404896,2.0635144887841164,0.995255566688061
awake,1.998609350279426,1.8908745605324717,0.9864512472509666
awake,1.6632294082924102,1.7313686749278774,0.9880998100159643
awake,2.422235880293646,2.4510927309683654,0.9911062956882002
awake,1.9870216630817301,2.0208178909424523,0.996222879046259
awake,2.191823521043333,2.3872119422675655,0.9911148113588771
awake,2.5103940239075233,2.5155124691471458,0.9952081066677859
awake,1.8856099680493283,1.839098879683023,0.9965299531422601
awake,2.126807268650393,2.1164904250861083,0.995040270538854
awake,2.122208612083622,2.1468206127619585,0.998424858590625
awake,2.2972572089286305,2.3501911029057454,0.9984183104961585
awake,1.959448952813084,2.052676981567395,0.996250427601347
awake,2.162498859082289,2.2283846615131915,0.9967062911652952
awake,2.4720976376268213,2.6225481704579954,0.9928032759321325
awake,1.9134956608980165,1.971055716042627,0.9971900074836787
awake,2.052140562032295,2.062158396891141,0.9877643017534377
awake,2.2109638936045903,2.0603032343537206,0.9961118848936714
awake,2.2836958096822766,2.2591740154525155,0.9937277807416779
awake,2.118730141529322,2.1148394718760044,0.9978248933907498
awake,1.9784013666451992,2.099216472269241,0.9857831176203514
awake,2.2625322784991804,2.346261801046507,0.9971480058252763
awake,1.9515511068733098,2.0072824816278185,0.9928426998701957
awake,2.0349732268194702,2.018842585906769,0.9933683143097428
awake,2.011696245079609,2.049087419952132,0.9934298397281789
awake,1.8763158252914307,1.945090030101744,0.9978638589220337
awake,1.7758416003976094,1.8522450568899862,0.989054004494422
awake,2.270836591722007,2.3586552714051408,0.9917796630677863
awake,2.181548119242091,2.150825966969581,0.9880364748963382
awake,2.421516722781547,2.476215670982471,0.9933146387316205
awake,2.3038937136504765,2.2919680875573993,0.9916238163266257
awake,2.077125048253512,2.0349160818574132,0.9813910618379164
awake,2.208416516089916,2.1837453754623146,0.9972871034610465
awake,2.3910234947752596,2.43053909938553,0.9946823494236643
awake,1.9435837414865373,2.0030277438539095,0.9894831403039345
awake,2.282259840838746,2.231096756060052,0.984509370410401
awake,2.12879906829334,2.1181559867120785,0.9967034362113834
awake,1.8067370829122775,1.7689411198874712,0.9913910400486506
awake,2.1206637607761056,2.130761998996901,0.9962604483811515
awake,2.3061203736225164,2.4306537386650207,0.9973172718432647
awake,2.274448439351601,2.343474207681525,0.9980781067440017
awake,2.2197972310786716,2.220208905586118,0.9927287011956839
awake,2.044395312717573,2.0514896276618035,0.9956091533829536
awake,2.152393915853131,2.1061342450978753,0.9961794056320512
awake,2.2032654779812004,2.241524693133636,0.9952509262432614
awake,1.9433719231703965,1.8981841554386543,0.9959631568942527
awake,1.9952289362680282,2.036784368149564,0.998380435297739
awake,2.156941508462172,2.2270357381919452,0.9901863954344784
awake,2.191009500378016,2.17642604063247,0.9925743184306474
awake,2.0433015381022175,1.9929208127299312,0.9897315534167669
awake,1.9724987617859422,2.1199882503092797,0.9931218884663117
awake,2.121493000782304,2.1271851784939897,0.9931173686900698
awake,1.9703741881239054,1.9858414212005617,0.9982038712748548
awake,2.2237052611179147,2.218344702575456,0.993173677572197
awake,1.6777314465141226,1.695899590521354,0.9846912197236752
awake,1.9067472871193938,1.9582276793071502,0.9920741736682624
awake,2.319630190878538,2.155220604920363,0.9983206610157511
awake,2.258556512874805,2.2796372857468405,0.9954738172311651
awake,2.1064688146429575,2.0245506710892602,0.9968096612952205
awake,1.909511536900868,1.8609581720675088,0.9912889684460292
awake,2.342710272174906,2.297307927160173,0.9954417905293571
awake,2.084171259184357,1.9787913492669866,0.9945204611668889
awake,2.1154447863696917,2.154427093919009,0.9960104391359323
awake,2.317619919946311,2.3747818262307527,0.996310425911403
awake,1.9986647207113177,1.9687831888595217,0.9935422218161889
awake,1.9712286163241037,1.9311347909575083,0.9884647956765008
awake,2.12044669433455,2.108491321735102,0.9931701729531099
awake,1.9856127855754429,2.105035630972398,0.9893662808026862
awake,2.136952192942275,2.257315361436639,0.9978561222918361
awake,2.03786838286087,2.10635018569451,0.9968982499214022
awake,2.085923157566495,2.0813263860966904,0.988632775536927
awake,1.9297481852720897,1.9208479446811237,0.9905806197943378
awake,1.824664428469369,1.7897865206360464,0.9934725286739717
awake,2.216009972410142,2.206820359094398,0.9956073349765842
awake,2.1463736579276196,2.1377045633924316,0.9916535605449592
awake,1.993496236977735,2.0282887699108745,0.9864706296921403
light_anesthesia,1.9759341417947218,1.917324126552399,0.9977227072445468
light_anesthesia,1.8019221456849743,1.8914671491321593,0.9991922894340342
light_anesthesia,1.9423885952779365,1.965700295685921,0.9970528076479515
light_anesthesia,1.983536948963891,1.9010327161686664,0.9967136175079037
light_anesthesia,1.934939810696911,1.8167981953235628,0.995843236829925
light_anesthesia,1.8489571511768341,1.785837226467519,0.9920496842545162
light_anesthesia,1.88490861882481,1.8456465812922058,0.990269128523203
light_anesthesia,1.5476899074453323,1.5544339116483075,0.9775204310350477
light_anesthesia,1.6277125027141892,1.5583270209302087,0.993899999910182
light_anesthesia,1.830647982598248,1.9230343884454928,0.9941186350447916
light_anesthesia,1.7903403689062938,1.9060418767450156,0.9869889494926022
light_anesthesia,1.658277826463742,1.5516270835524713,0.9850131015011734
light_anesthesia,1.8243128538970164,1.882858312935258,0.9906555078763049
light_anesthesia,1.4800223358557785,1.532635893292639,0.9666663392804027
light_anesthesia,1.9497126258905484,2.0277187835487673,0.993608026822968
light_anesthesia,2.074346213438153,2.049533330234023,0.9793705044680991
light_anesthesia,1.6888116948735776,1.7098729012694664,0.9904755532758717
light_anesthesia,1.8941553591827882,1.879818564976093,0.9872699451186475
light_anesthesia,1.8145299048713814,1.6506081094322291,0.9826803881201704
light_anesthesia,1.4402755357123653,1.540223532483128,0.9706488935340047
light_anesthesia,1.8931400093420987,1.953694538048526,0.9932527867896127
light_anesthesia,1.7343266815707523,1.776536219565579,0.9891683924825572
light_anesthesia,1.7391618964878481,1.868220013841432,0.9934949977843216
light_anesthesia,1.6879167251669274,1.677476795125526,0.9948650124347388
light_anesthesia,1.6393868435492247,1.5131962277166842,0.9824087538451369
light_anesthesia,1.7465284547055684,1.808939040772247,0.9897699677740973
light_anesthesia,1.9311360253849863,1.8545217552917066,0.9805856269874217
light_anesthesia,1.7680965398542323,1.8109167047567012,0.9888562212914153
light_anesthesia,1.7488200400960057,1.6259177698922898,0.9877526739940685
light_anesthesia,1.7943160752307967,1.6756690376554995,0.992847709763609
light_anesthesia,1.8813756344496775,1.781782785775452,0.9918542788626162
light_anesthesia,1.816663252695725,1.8893348045821579,0.9914964565075864
light_anesthesia,1.8835421823510756,1.8983942261473727,0.9935096162079631
light_anesthesia,2.0695130198139737,2.0162193920178355,0.9867249763535357
light_anesthesia,1.9313484544842354,1.9231988811754988,0.9927200002539968
light_anesthesia,1.958404555734857,1.982197919216955,0.9978767061420232
light_anesthesia,1.7475451881961874,1.757268713788305,0.9949602165158641
light_anesthesia,1.9502805620311632,1.980445695947037,0.9909274198055629
light_anesthesia,1.877051282368996,1.8835165852682187,0.9970839632467973
light_anesthesia,1.6897572184746934,1.7027193718771196,0.9832749671149101
light_anesthesia,1.5764260701394661,1.5722573201736338,0.9972581121379107
light_anesthesia,1.9651829371091563,1.9455930484144721,0.9946756718887815
light_anesthesia,1.8397885535370604,1.9018013432197014,0.9969638186720429
light_anesthesia,1.8301236434511712,1.7520367300860413,0.9866276971001384
light_anesthesia,1.9103521145639601,1.8881929886316324,0.9983215378324427
light_anesthesia,1.7123259850808403,1.8318127383048288,0.998263895971725
light_anesthesia,1.9282416976584225,1.8836767147288027,0.9976648847121322
light_anesthesia,1.934377632015421,1.9854507069567544,0.9986040687576098
light_anesthesia,1.8899465461087552,1.7426647658399226,0.9920655348984035
light_anesthesia,1.8856924579746446,1.9325371705007346,0.9943124563137793
light_anesthesia,1.7177404818283226,1.8121084438369148,0.9937826814214182
light_anesthesia,1.9935637986925294,2.0551809497443725,0.9797165933635539
light_anesthesia,1.9494582638464515,1.9347236573089162,0.9864757064059618
light_anesthesia,1.7946363533439729,1.8233327933154586,0.9826338527380204
light_anesthesia,1.78718717507504,1.6487799415634472,0.9956715763229154
light_anesthesia,1.7580050800790206,1.7811785962351192,0.9924210147806772
light_anesthesia,1.9131128707557747,1.8760664177987174,0.9940026815797325
light_anesthesia,1.7915240813011188,1.8266731839550676,0.9981332672324051
light_anesthesia,1.8147789037358082,1.838497699372754,0.9895105836500329
light_anesthesia,1.9940983819937501,1.9669440990816602,0.9943561028053121
light_anesthesia,1.6208762015863025,1.7306458891328902,0.9771084960797075
light_anesthesia,1.9277013183259706,1.787334265241431,0.9945573706803383
light_anesthesia,1.9855726463218075,2.0245539745855083,0.9949872520591125
light_anesthesia,1.6879174037269884,1.7266734608336465,0.9874385487405255
light_anesthesia,1.9387239318565106,1.8157860036654754,0.9976468890148832
light_anesthesia,1.902615748640211,1.8995825774682022,0.9924807650250747
light_anesthesia,1.7678246149763672,1.8510431648227168,0.9845888668883481
light_anesthesia,1.8065135113224617,1.783817648313269,0.99579684111642
light_anesthesia,1.8290713512496677,1.8681596205189082,0.9980130760567879
light_anesthesia,1.6560224546675557,1.6149640301714356,0.9825458207643974
light_anesthesia,2.037917119713197,2.0840005887899222,0.9990590530347928
light_anesthesia,1.7447500934941236,1.806881822562824,0.9893522669584847
light_anesthesia,1.5454355785065816,1.5903579397527177,0.9909712678059811
light_anesthesia,1.4376955106882205,1.4011177300181503,0.9818501386102236
light_anesthesia,1.9786049426332508,1.9419750656328612,0.9954913048106745
light_anesthesia,2.0209475366444742,2.093758022808401,0.9875234511835511
light_anesthesia,1.8915659998975274,1.8089500408292776,0.9944565148146027
light_anesthesia,1.7473989909512107,1.8284821046268973,0.9898812278602886
light_anesthesia,1.7912089386326293,1.6993226856369748,0.9967885591765001
light_anesthesia,1.6999260674900512,1.769493550758792,0.9939657594281517
light_anesthesia,1.886434307939344,1.929171942995019,0.9959529802931519
light_anesthesia,2.026156154897005,2.037781316762384,0.9952294911316875
light_anesthesia,1.7487719377492044,1.654525375104314,0.9665133776241177
light_anesthesia,1.8825835399239348,2.014419448221981,0.991649584027911
light_anesthesia,1.6299080496048295,1.606353297530156,0.9913366201878447
light_anesthesia,1.7401004965649682,1.8996245395921045,0.9973525415168919
light_anesthesia,1.8394898231363095,1.8540157397652564,0.9919131597645146
light_anesthesia,1.8696753247821318,1.792901709906531,0.9903573257326278
light_anesthesia,1.8564488936469863,1.7923979981097702,0.9882233465437144
light_anesthesia,1.918596237583151,1.9043294143451852,0.9936419737516671
light_anesthesia,1.82691442819424,1.8362559926968018,0.9940407879892176
light_anesthesia,1.7489970314064816,1.7658216971423402,0.9985213195032302
light_anesthesia,2.138512870825315,2.1701558490618975,0.9932172326066184
light_anesthesia,1.8803481077028712,1.9701900721376786,0.9967464128095496
light_anesthesia,1.872171883614778,1.7692753848626035,0.9906853077588982
light_anesthesia,1.6909665925192932,1.7145057170675704,0.9891591332196463
light_anesthesia,1.9498089855124647,2.00598320351391,0.9820699539201001
light_anesthesia,1.6030739590360912,1.6572511630328834,0.9896170717747189
light_anesthesia,1.6117276399192264,1.6724255512164041,0.9855542114193694
light_anesthesia,1.732136360278644,1.749356422693106,0.9894063169848087
light_anesthesia,1.4353318254042557,1.3931527370118713,0.9928874095258611
light_anesthesia,1.3358566126362916,1.2706808976576855,0.9838183975683197
light_anesthesia,2.0265429976909717,2.1015799439092677,0.9947459951333865
light_anesthesia,1.7302131856246379,1.7263092472566595,0.9946836263497356
light_anesthesia,2.027391771944135,2.126363378169412,0.9978657100382607
light_anesthesia,1.972940126546216,2.006683489599623,0.9943622808441132
light_anesthesia,1.564276621863559,1.675817887788963,0.997052241635643
light_anesthesia,1.676420803406537,1.722123357593487,0.9948710506239264
light_anesthesia,1.582890586191159,1.5317434822720577,0.9698888460710893
light_anesthesia,1.825655923895572,1.8657901997907937,0.9880292542039959
light_anesthesia,1.8469685125789488,1.8665288679355911,0.980823754601756
light_anesthesia,1.8142955098730427,1.7570010337228128,0.9960691920374909
light_anesthesia,2.047745842302882,2.1708495469095235,0.9933304882271496
light_anesthesia,1.8463012941083425,1.8651049246671847,0.9978698888338436
light_anesthesia,1.734922871497114,1.7293254196116534,0.9947568733471109
light_anesthesia,1.9083743654164407,1.9163855966765482,0.9949378034817029
light_anesthesia,1.7767406932952283,1.6757968780364703,0.9939660003414778
light_anesthesia,1.7876785431640703,1.7576558044848494,0.9928083709706786
light_anesthesia,1.703591760917593,1.763254419400472,0.9849467970950024
light_anesthesia,1.7626914863876202,1.6593991118197036,0.9941969943902395
light_anesthesia,1.5677607497653747,1.4971041919836112,0.992626049625295
light_anesthesia,1.711623142545353,1.7550440512916137,0.9870039536526768
light_anesthesia,1.8024931472043622,1.6945860294323716,0.9895436034081001
light_anesthesia,1.8641653416525916,1.8921296214523569,0.9825220357464363
light_anesthesia,1.7753679323937759,1.9552032481429882,0.988212501338564
light_anesthesia,1.7870180758979095,1.6589592710867878,0.9925353414107803
light_anesthesia,1.8581786315123394,1.8767518770881404,0.9867318946817158
light_anesthesia,1.7284536210068913,1.5884839433817977,0.9956369985552549
light_anesthesia,1.7414543776332452,1.8177644042164929,0.9934182054797985
light_anesthesia,1.8909224549637704,1.9445774594380563,0.987008023326857
light_anesthesia,1.685676230546067,1.7675082876486656,0.996112888659729
light_anesthesia,1.6674015151616999,1.7198036714979046,0.9821374038452273
light_anesthesia,1.90746453054861,1.9136864478572617,0.9642778047445322
light_anesthesia,2.0887257543119797,1.994172402072448,0.9781476076595922
light_anesthesia,1.8498519557208006,1.791530268755179,0.9994930978701452
light_anesthesia,1.7930062852177997,1.8286007175165375,0.9899774816489717
light_anesthesia,1.6361820135416405,1.838299406696698,0.9963952139225981
light_anesthesia,1.8606612231107127,2.0301221843803945,0.9891529993317378
light_anesthesia,1.6887269037447363,1.6482952919493017,0.996247218619194
light_anesthesia,1.9851685468147038,2.0285725618803703,0.9910067313531457
light_anesthesia,1.9202407739589558,1.9734722266020477,0.9930277210465841
light_anesthesia,1.510486969601485,1.5287578981125018,0.980935845914876
light_anesthesia,2.101635455312015,2.1742746737900536,0.9967164391569366
light_anesthesia,1.8698076115228763,1.9306626178958388,0.9925427322010457
light_anesthesia,1.875647852334684,1.8164287358353637,0.997282661024984
light_anesthesia,1.929022619380882,1.987016070535159,0.9869941737772263
light_anesthesia,1.979122222201969,1.8570949356962105,0.9930976605405463
light_anesthesia,1.7467723902972276,1.9065311813319652,0.9973349115759629
light_anesthesia,1.9688519898185193,1.978356129663175,0.9933901891410827
light_anesthesia,1.7633400246693736,1.694777761006861,0.9931747239686086
light_anesthesia,1.8477238991114828,1.8047204180696106,0.9924626915350983
light_anesthesia,1.616366248746663,1.5522221701007706,0.9861802976981358
light_anesthesia,1.9190458941495154,1.9338924768636823,0.9925379568972909
light_anesthesia,1.8235348111797771,1.746280859949485,0.983472193267751
light_anesthesia,1.8937934268813104,1.7361679725087502,0.9855886982995865
light_anesthesia,1.5908160730010887,1.6516494021248558,0.9950511943450152
light_anesthesia,1.9484398994385708,1.8595491599718397,0.9955472842836017
light_anesthesia,1.787679500466893,1.7701489351538608,0.9934544782100797
light_anesthesia,2.026432029391895,1.9830817812794614,0.997656418570726
light_anesthesia,1.6794295229854372,1.6382539861245717,0.9868246954453751
light_anesthesia,1.7330318282617427,1.713837051881709,0.9942269630379593
light_anesthesia,1.6191626473464367,1.6515191386364674,0.984586297025222
light_anesthesia,1.75282494099747,1.7523045457068116,0.9890782417145559
light_anesthesia,1.6464398332083272,1.692097681905671,0.9826876298255631
light_anesthesia,1.7204983861830052,1.7739985501352,0.9872334970551849
light_anesthesia,1.7794252633688825,1.7138013776841636,0.9834083588814616
light_anesthesia,2.0887410769780583,2.082990399111241,0.9924733594230704
light_anesthesia,1.8106297495582706,1.681730717429992,0.9555904691774644
light_anesthesia,1.9527936765050717,1.9857638506123625,0.9843754117984683
light_anesthesia,1.633524076609514,1.704299367749908,0.9838206585043894
light_anesthesia,2.0932989324224685,2.1317322212304037,0.9915941847643481
light_anesthesia,1.8094526488348843,1.7883733259438286,0.9916419423994394
light_anesthesia,1.7578059520995646,1.7526600107811565,0.9920534027787237
light_anesthesia,1.7261333831381676,1.696304304762396,0.9929497011514908
light_anesthesia,1.896316163849792,1.8918653612767018,0.9867888822426046
light_anesthesia,1.883971764289614,1.8623328102554375,0.9912674355736163
light_anesthesia,1.978138772702702,2.0412174012756124,0.9981053375571458
light_anesthesia,1.5614713015118553,1.6665263818073583,0.9960153479790059
light_anesthesia,1.977274244091306,1.966585529763083,0.9981316674473782
light_anesthesia,1.739389582462129,1.6087213881296676,0.9945229676239378
light_anesthesia,1.7357096644576935,1.7227630927812805,0.9942767348234237
light_anesthesia,1.6601160917329942,1.5963791618813772,0.9899129535262912
light_anesthesia,1.7238702984711347,1.6668354444542035,0.9860253423406441
light_anesthesia,1.732913234281904,1.7120088570049086,0.9830299141694328
light_anesthesia,1.8438053582596363,1.742685739354137,0.9857435610751268
light_anesthesia,1.4995577379202212,1.4376819299395291,0.9886883802125892
light_anesthesia,1.8411770981239926,1.8668582486442784,0.9965907168731011
light_anesthesia,1.97855421296281,1.9015642833467608,0.9968936211334585
light_anesthesia,1.8514280198672473,1.8806967825317147,0.9929444841307886
light_anesthesia,1.6138051090888565,1.693800159689502,0.9894090476244524
light_anesthesia,1.8026782952223261,1.6420454890895875,0.9910169356877041
light_anesthesia,2.0510615630975138,2.0312972669239526,0.9912393319898442
light_anesthesia,1.8711905884552142,1.8553729982520173,0.9964931674935384
light_anesthesia,1.8067234697898427,1.808135557400831,0.9893146091201824
light_anesthesia,1.567870337658833,1.539305446048925,0.995808746635839
light_anesthesia,1.7551524003942238,1.6458666456875326,0.9830551592413969
light_anesthesia,1.534760473574777,1.5688313976403463,0.9899760048633046
light_anesthesia,1.9003612881744547,1.9863562773859775,0.9975775507052796
light_anesthesia,1.677508045526852,1.6467599853626749,0.983963830850222
light_anesthesia,1.6992929334532572,1.6278662968552713,0.981481657258533
deep_anesthesia,1.4354510894553316,1.4403298928038608,0.9896274452428401
deep_anesthesia,1.381911845959345,1.4764189841360245,0.99582417529901
deep_anesthesia,1.6693707486359801,1.6340220729131913,0.9894474277031211
deep_anesthesia,1.6647092239683947,1.5925769723447256,0.9890957413637438
deep_anesthesia,1.2894953890005243,1.4025358006399968,0.9951743277982177
deep_anesthesia,1.2756342399174831,1.41256866882639,0.9917710712946917
deep_anesthesia,1.3841389382841913,1.4618236729635072,0.9857879984572251
deep_anesthesia,1.3647897823422825,1.2913020622607467,0.9884478883521532
deep_anesthesia,1.4042615622121617,1.5215053748096987,0.9795753908613004
deep_anesthesia,1.3679105263984834,1.4001417244476315,0.9804545807818544
deep_anesthesia,1.4993045580596127,1.4736003089001803,0.9947398065864407
deep_anesthesia,1.4986642853894656,1.4082333900355652,0.9773946008484763
deep_anesthesia,1.4583554580774494,1.5924578938825147,0.9869750341239217
deep_anesthesia,1.5157146441922251,1.5360106316147446,0.9836965721055313
deep_anesthesia,1.7582104465404869,1.7063593596029958,0.9813697011121979
deep_anesthesia,1.506603175386972,1.624220583480672,0.9934219871641763
deep_anesthesia,1.3957822075738167,1.3196749388151288,0.984964759175549
deep_anesthesia,1.5097433358787615,1.355437246184657,0.9823357738590294
deep_anesthesia,1.410527410167757,1.274184795843758,0.9782446038364172
deep_anesthesia,1.5494579999148506,1.5104100409560899,0.9805560103533655
deep_anesthesia,1.8195349993409966,1.8830482353106162,0.9976816765596974
deep_anesthesia,1.4406662526651057,1.4709680020973805,0.9924502123939175
deep_anesthesia,1.4668318188675995,1.4153170304075244,0.9761144278711562
deep_anesthesia,1.4917084075340428,1.5255420763985803,0.9872198311442331
deep_anesthesia,1.4782827046344114,1.4081793469798263,0.9794987183404151
deep_anesthesia,1.465765760951693,1.4029036782730642,0.9969263878994398
deep_anesthesia,2.0456999490593213,2.1828105727163822,0.9937143737608393
deep_anesthesia,1.579909368203141,1.5940048130024103,0.9887203842572754
deep_anesthesia,1.4308692686788662,1.4403562529150942,0.9916218634374335
deep_anesthesia,1.1741581921839892,1.090419627890684,0.968118342334768
deep_anesthesia,1.4703621419192716,1.4109442169959212,0.9871302514081881
deep_anesthesia,1.5014306512194975,1.5669939937869095,0.9793403070543292
deep_anesthesia,1.3343719724774206,1.2284490317286876,0.9842664113897006
deep_anesthesia,1.5283423580635018,1.5107610472169197,0.9890974871466087
deep_anesthesia,1.5578609271747523,1.4691809750805376,0.9880407634178986
