t,mu_ratio,lambda,M2,m2,gamma
4.509018036072144,90.83258038597744,1.1187350950791055,0.267597722757368,1.0058652250921618,0.8221720949287401
4.529058116232465,92.67123443136191,1.119322045009198,0.26768057811627877,1.005892024253972,0.8222761829016401
4.5490981963927855,94.5471069360728,1.1199095776037988,0.2677634778007875,1.0059188302878386,0.8223803236305922
4.569138276553106,96.46095128474931,1.1204976937199587,0.26784642185740504,1.0059456431994098,0.8224845171683459
4.589178356713426,98.41353611221625,1.1210863942161948,0.26792941033270734,1.0059724629943414,0.8225887635677219
4.609218436873747,100.4056456121821,1.1216756799524947,0.2680124432733358,1.0059992896782946,0.8226930628816115
4.629258517034068,102.43807985218503,1.1222655517903195,0.2680955207259969,1.0060261232569383,0.8227974151629772
4.649298597194389,104.51165509491493,1.122856010592607,0.26817864273746306,1.0060529637359472,0.8229018204648529
4.669338677354709,106.62720412603933,1.123447057223776,0.2682618093545721,1.0060798111210032,0.8230062788403436
4.68937875751503,108.78557658866556,1.1240386925497292,0.2683450206242277,1.0061066654177944,0.8231107903426259
4.709418837675351,110.9876393245725,1.1246309174378564,0.2684282765933996,1.0061335266320162,0.823215355024948
4.729458917835671,113.23427672235023,1.1252237327570387,0.2685115773091234,1.00616039476937,0.8233199729406299
4.749498997995992,115.526391072587,1.125817139377651,0.268594922818501,1.0061872698355643,0.8234246441430634
4.7695390781563125,117.864902930245,1.126411138171567,0.2686783131687007,1.0062141518363141,0.8235293686857124
4.789579158316633,120.25075148437236,1.127005730012161,0.26876174840695716,1.0062410407773412,0.823634146622113
4.809619238476953,122.68489493529856,1.127600915774312,0.2688452285805717,1.0062679366643743,0.8237389780058736
4.829659318637274,125.16831087946542,1.1281966963344081,0.2689287537369122,1.0062948395031484,0.823843862890675
4.849699398797595,127.7019967020472,1.128793072570348,0.2690123239234136,1.0063217492994054,0.8239488013302707
4.869739478957916,130.28696997751896,1.1293900453615464,0.26909593918757774,1.0063486660588945,0.8240537933784868
4.889779559118236,132.924268878333,1.1299876155889366,0.2691795995769735,1.0063755897873707,0.8241588390892223
4.909819639278557,135.61495259186813,1.1305857841645224,0.26926330514033464,1.0064025204906903,0.8242639385175914
4.929859719438878,138.36010174581813,1.1311845520225285,0.26934705592723057,1.0064294581747815,0.8243690917195816
4.949899799599198,141.16081884219182,1.1317839200545003,0.2694308519856566,1.0064564028454392,0.8244742987495447
4.969939879759519,144.01822870009835,1.132383889153086,0.2695146933636595,1.006483354508464,0.824579559661889
4.98997995991984,146.93347890749445,1.1329844602126349,0.2695985801093603,1.0065103131696636,0.8246848745111031
5.01002004008016,149.90774028207701,1.133585634129205,0.2696825122709538,1.0065372788348532,0.8247902433517555
5.03006012024048,152.94220734150477,1.1341874118005666,0.26976648989670937,1.0065642515098554,0.8248956662384954
5.050100200400801,156.03809878313885,1.1347897941262093,0.26985051303497093,1.0065912312005,0.8250011432260523
5.070140280561122,159.1966579734931,1.1353927820073466,0.2699345817341571,1.0066182179126246,0.8251066743692367
5.090180360721443,162.41915344759326,1.1359963763469214,0.27001869604276135,1.006645211652074,0.8252122597229402
5.110220440881763,165.70687941844355,1.1366005780496118,0.2701028560093527,1.0066722124247005,0.8253178993421354
5.130260521042084,169.06115629680684,1.1372053880218367,0.27018706168257517,1.0066992202363638,0.8254235932818768
5.150300601202405,172.48333122150476,1.1378108071717608,0.2702713131111485,1.0067262350929314,0.8255293415973
5.170340681362725,175.97477860045376,1.1384168364093,0.2703556103438683,1.0067532570002775,0.8256351443436231
5.190380761523046,179.53690066265284,1.1390234766461276,0.2704399534296061,1.006780285964285,0.8257410015761457
5.210420841683367,183.17112802134338,1.1396307287956795,0.27052434241730955,1.0068073219908433,0.8258469133502505
5.2304609218436875,186.87892024857015,1.1402385937731592,0.27060877735600286,1.0068343650858502,0.8259528797214021
5.2505010020040075,190.66176646137185,1.1408470724955435,0.2706932582947868,1.0068614152552104,0.826058900745148
5.270541082164328,194.52118591983822,1.1414561658815885,0.27077778528283897,1.0068884725048364,0.8261649764771187
5.290581162324649,198.45872863727166,1.1420658748518344,0.27086235836941386,1.0069155368406488,0.8262711069730282
5.31062124248497,202.47597600270169,1.1426762003286113,0.2709469776038434,1.006942608268575,0.8263772922886734
5.33066132264529,206.57454141599905,1.1432871432360445,0.27103164303553684,1.0069696867945508,0.826483532479935
5.350701402805611,210.75607093584748,1.1438987045000606,0.27111635471398104,1.0069967724245192,0.8265898276027778
5.370741482965932,215.02224394082967,1.1445108850483918,0.2712011126887408,1.007023865164431,0.8266961777132503
5.390781563126252,219.37477380389706,1.1451236858105822,0.271285917009459,1.0070509650202448,0.8268025828674853
5.410821643286573,223.81540858049212,1.1457371077179936,0.2713707677258565,1.007078071997927,0.8269090431217003
5.430861723446894,228.3459317105983,1.1463511517038103,0.271455664887733,1.0071051861034515,0.8270155585321973
5.4509018036072145,232.96816273500278,1.1469658187030443,0.27154060854496664,1.0071323073428,0.8271221291553633
5.4709418837675345,237.6839580260568,1.147581109652542,0.27162559874751446,1.0071594357219622,0.8272287550476702
5.490981963927855,242.49521153322976,1.1481970254909881,0.2717106355454127,1.0071865712469352,0.8273354362656756
5.511022044088176,247.40385554375231,1.148813567158913,0.2717957189887767,1.0072137139237243,0.8274421728660224
5.531062124248497,252.41186145865925,1.1494307355986964,0.2718808491278014,1.0072408637583425,0.8275489649054393
5.551102204408817,257.52124058453967,1.1500485317545734,0.2719660260127615,1.0072680207568105,0.8276558124407409
5.571142284569138,262.73404494131523,1.150666956572641,0.27205124969401145,1.0072951849251572,0.8277627155288282
5.591182364729459,268.0523680863676,1.1512860110008623,0.2721365202219859,1.0073223562694191,0.8278696742266884
5.611222444889779,273.4783459553499,1.1519056959890719,0.2722218376471998,1.0073495347956405,0.8279766885913956
5.6312625250501,279.01415772001803,1.1525260124889825,0.27230720202024866,1.0073767205098738,0.8280837586801103
5.651302605210421,284.6620266634247,1.1531469614541898,0.27239261339180865,1.0074039134181796,0.8281908845500805
5.671342685370742,290.4242210728312,1.1537685438401775,0.2724780718126368,1.0074311135266258,0.8282980662586411
5.691382765531062,296.3030551506926,1.1543907606043236,0.27256357733357145,1.007458320841289,0.8284053038632148
5.7114228456913825,302.3008899440847,1.1550136127059052,0.2726491300055322,1.007485535368253,0.8285125974213117
5.731462925851703,308.420134292942,1.1556371011061046,0.27273472987952013,1.0075127571136107,0.8286199469905301
5.751503006012024,314.6632457974929,1.156261226768014,0.27282037700661826,1.0075399860834615,0.8287273526285561
5.771543086172344,321.0327318052763,1.1568859906566418,0.2729060714379913,1.0075672222839143,0.8288348143931644
5.791583166332665,327.53115041813913,1.1575113937389174,0.27299181322488636,1.0075944657210854,0.8289423323422181
5.811623246492986,334.16111151961536,1.1581374369836974,0.27307760241863277,1.007621716401099,0.8290499065336693
5.831663326653306,340.9252778231033,1.1587641213617703,0.27316343907064256,1.0076489743300878,0.8291575370255587
5.851703406813627,347.826365941261,1.1593914478458625,0.27324932323241036,1.0076762395141923,0.8292652238760165
5.871743486973948,354.86714747704576,1.1600194174106433,0.27333525495551403,1.0077035119595614,0.8293729671432623
5.891783567134269,362.0504501368417,1.160648031032731,0.27342123429161436,1.007730791672352,0.829480766885605
5.911823647294589,369.3791588661173,1.161277289690698,0.2735072612924558,1.0077580786587292,0.8295886231614438
5.9318637274549095,376.8562170080739,1.1619071943650765,0.27359333600986613,1.0077853729248663,0.8296965360292677
5.95190380761523,384.4846274857438,1.1625377460383635,0.27367945849575714,1.0078126744769444,0.829804505547656
5.971943887775551,392.26745400802037,1.1631689457007388,0.2737656288023132,1.0078399833211682,0.8299125317754685
5.991983967935871,400.2078223000988,1.163800794359187,0.2738518469822922,1.0078672994637867,0.8300206147721494
6.012024048096192,408.3089213588258,1.1644332930056591,0.273938113087975,1.0078946229110155,0.8301287545966672
6.032064128256513,416.5740047334568,1.1650664426325275,0.2740244271716753,1.0079219536690738,0.83023695130803
6.052104208416833,425.0063918323417,1.1657002442342155,0.2741107892857936,1.0079492917441895,0.8303452049653385
6.072144288577154,433.6094692560613,1.1663346988072034,0.27419719948281734,1.0079766371425987,0.8304535156277875
6.092184368737475,442.3866921575451,1.1669698073500354,0.2742836578153212,1.0080039898705462,0.8305618833546652
6.112224448897796,451.34158562972584,1.167605570863324,0.2743701643359674,1.0080313499342852,0.8306703082053539
6.132264529058116,460.4777461212802,1.168241990349758,0.27445671909750563,1.0080587173400777,0.8307787902393303
6.152304609218437,469.7988428810296,1.168879066814108,0.2745433221527737,1.0080860920941939,0.8308873295161655
6.1723446893787575,479.30861943157555,1.1695168012632324,0.27462997355469754,1.0081134742029123,0.8309959260955251
6.192384769539078,489.0108950727679,1.1701551947060833,0.27471667335629124,1.0081408636725206,0.8311045800371698
6.212424849699398,498.9095664156046,1.170794248153714,0.2748034216106576,1.008168260509315,0.8312132914009556
6.232464929859719,509.0086089471837,1.1714339626192838,0.2748902183709884,1.0081956647195995,0.8313220602468336
6.25250501002004,519.3120786273288,1.1720743391180646,0.2749770636905643,1.008223076309688,0.8314308866348511
6.27254509018036,529.8241135175379,1.1727153786674476,0.2750639576227552,1.0082504952859022,0.8315397706251509
6.292585170340681,540.5489354429056,1.1733570822869488,0.2751509002210206,1.0082779216545723,0.831648712277972
6.312625250501002,551.490851687683,1.1739994509982155,0.2752378915389098,1.008305355422038,0.8317577116536498
6.332665330661323,562.6542567251624,1.1746424858250322,0.2753249316300619,1.008332796594647,0.8318667688126163
6.352705410821643,574.0436339825785,1.1752861877933276,0.27541202054820624,1.008360245178756,0.8319758838154004
6.372745490981964,585.6635576417352,1.1759305579311798,0.27549915834716276,1.0083877011807307,0.8320850567226283
6.3927855711422845,597.5186944760784,1.176575597268823,0.27558634508084184,1.0084151646069452,0.8321942875950231
6.4128256513026045,609.6138057249584,1.1772213068386532,0.2756735808032448,1.0084426354637823,0.8323035764934058
6.432865731462925,621.9537490058327,1.1778676876752356,0.27576086556846413,1.008470113757634,0.832412923478695
6.452905811623246,634.5434802651702,1.1785147408153094,0.2758481994306836,1.0084975994949006,0.8325223286119076
6.472945891783567,647.3880557688515,1.1791624672977945,0.27593558244417865,1.0085250926819918,0.8326317919541585
6.492985971943887,660.4926341328577,1.1798108681637975,0.2760230146633164,1.008552593325326,0.8327413135666614
6.513026052104208,673.8624783950659,1.180459944456619,0.276110496142556,1.0085801014313303,0.8328508935107284
6.533066132264529,687.5029581289782,1.181109697221758,0.2761980269364489,1.0086076170064409,0.8329605318477711
6.55310621242485,701.4195516002432,1.1817601275069192,0.27628560709963906,1.0086351400571028,0.8330702286392998
6.57314629258517,715.6178479668251,1.1824112363620192,0.27637323668686314,1.0086626705897699,0.8331799839469247
6.593186372745491,730.1035495237156,1.1830630248391925,0.27646091575295073,1.008690208610905,0.8332897978323556
6.613226452905812,744.8824739930747,1.1837154939927967,0.2765486443528245,1.0087177541269803,0.8333996703574021
6.633266533066132,759.9605568607362,1.184368644879421,0.2766364225415007,1.0087453071444767,0.8335096015839741
6.6533066132264524,775.3438537600098,1.1850224785578902,0.2767242503740891,1.0087728676698842,0.833619591574082
6.673346693386773,791.0385429037293,1.1856769960892715,0.27681212790579335,1.0088004357097013,0.8337296403898368
6.693386773547094,807.0509275655385,1.1863321985368815,0.27690005519191113,1.0088280112704366,0.8338397480934503
6.713426853707414,823.3874386113997,1.186988086966291,0.2769880322878346,1.008855594358607,0.8339499147472356
6.733466933867735,840.0546370823498,1.1876446624453327,0.2770760592490502,1.0088831849807387,0.8340601404136072
6.753507014028056,857.0592168295293,1.1883019260441063,0.2771641361311395,1.008910783143367,0.834170425155081
6.773547094188377,874.4080072025587,1.1889598788349847,0.2772522629897787,1.0089383888530365,0.834280769034275
6.793587174348697,892.1079757923278,1.189618521892621,0.2773404398807395,1.0089660021163007,0.8343911721139091
6.813627254509018,910.1662312293113,1.1902778562939536,0.27742866685988893,1.0089936229397225,0.8345016344568058
