n_total,n_detected,detection_rate,mean_alpha_drop,std_alpha_drop,t_statistic,p_value,cohens_d,severity_correlation,severity_corr_p,mean_lead_time_hours
13,9,69.23076923076923,-0.08661382410142233,0.049964885250901904,-6.250201164147773,4.253132068091498e-05,-1.7334939060999623,0.9708201293035142,3.637025567287244e-08,234.15384615384616
