Layer_0,Layer_1,Layer_2,Layer_3
0.15235853987721568,-0.22597548992675426,0.1266022551476749,0.11255836351920127
-0.5199920531202478,-0.2262878776461672,0.28942635816436213,0.061950097480008466
0.3752255979032286,-0.14698952545911992,-0.021740886083879918,0.6346202637521686
0.47028235819560693,0.3885851261797626,1.016523165385828,0.2881479684471473
-0.9755175943269182,-0.3731981230682389,0.9869033145610429,-0.7813450512848823
-0.651089753431159,-0.12152318874697343,-0.41500256850627504,0.9634534224069584
0.06392020158364269,-0.5028601150772279,-0.24407994902641603,-0.7922415027064345
-0.1581212961717911,-0.5107214064993104,-0.11715372081138292,-0.8817203350428406
-0.008400578752144398,0.4837071498566832,-0.7765145747623599,-0.17624430975474992
-0.42652196378679,0.3069573806715759,0.9217391581659216,-0.3380746478186461
0.4396989874314143,-0.93083637062471,0.39567042739189495,-0.17514989442726714
0.38889596771447416,1.1963807113308522,-0.5233560040080305,0.6292575077031022
0.03301534878060802,0.6016258615832283,1.1809433318170046,0.015320220960178599
0.5636206034840164,0.018012686333902548,1.2825530447927893,0.850148430421652
0.2337546711260228,1.1896438252497012,0.09808655652748438,0.4639753162414282
-0.4296462314416191,0.24327716170303626,0.7762304922390987,-0.4210284125254069
0.18437539204124942,-0.31479389956114934,0.9246538248534145,1.0563274103574827
-0.47944130041449945,-0.2010872835821199,0.26341947830276313,-0.10835366585056228
0.43922515065363626,-0.04468369063661032,-0.30125101869934506,0.7166288652215234
-0.024962955493126448,0.5457590891195353,-0.02868535911611718,-0.2934752926547599
-0.09243118177263028,-0.010133998900332869,0.479721820353074,-0.06799700120271059
-0.3404647722019707,-0.4596950041746427,0.17381267307225842,-0.5182385784595107
0.6112706693370151,-0.17336041345834252,-1.000086428391807,0.04831055608628759
-0.07726474103440108,0.3929900756548417,-0.8925945933216198,-0.3932677418685768
-0.2141639110815536,-0.7208224780911813,-0.16860195804283773,-1.2930212592511245
-0.1760667752441148,-0.8858209134191803,-0.9869449561694981,0.13129656299593634
0.26615459277667436,0.15932994673400439,-0.9419866463796776,-0.6463553424791372
0.18272203218203917,-1.1146359425821724,0.4288862837588052,-0.9812684593819276
0.2063663057979942,0.2306106860080574,-0.8647097379698898,0.7275569418768157
0.21541050150394137,-0.0945851148183163,0.2596247827107343,-1.706425201068201
1.0708238004352306,0.804910654492714,-0.6783612853939522,0.3550777222693685
-0.2032075081923078,0.5028425557277235,0.3326163566844272,0.33486467926087954
-0.25612136453576867,0.18749685139133254,0.6456186198818266,0.9528030192294299
-0.40688636412393886,-0.37774187579393387,0.42872402506233365,0.6468363941865398
0.3079897112877478,-0.22794637814368546,-0.6267062271497077,0.14926642947821062
0.5644861463604458,0.584011063361449,-0.078731271510803,-0.7565956372786108
-0.056973728827437536,0.16386244429002195,1.5082316710941803,-0.20657478701038312
-0.420078238481264,0.45839583206999573,0.10590474637519628,1.3276657937248793
-0.4122406078456198,-0.7909037054901265,-0.025716390622225693,-0.32948858026707073
0.32529639391235055,-0.1412720042127443,-0.6405137885241686,0.3607104355896325
0.37162708560172114,0.6890273371325717,-0.05280184918550448,0.618220607034744
0.2715771341525975,0.5901577058163723,0.40673494564752544,-0.06790291199355064
-0.33275485364434715,1.1483264322745235,0.39743304373320965,-0.3874829396883849
0.11608066153335989,-0.6146480562063732,0.08210510412374661,-0.39416924254495966
0.05834290457036411,-0.6083181626009421,-0.9115688768874368,0.4457563487424104
0.10934429836450647,-0.4563275210483048,-0.5004903323564083,-0.6679713033014275
0.4357143889740949,0.40676229212937304,-0.4020632497450317,0.08807221538254073
0.11179777438734113,0.5539615394165558,0.0016389670605608253,-0.5482613994011969
0.33945678153594744,0.12938677189484668,0.29926628455337057,0.4164590507123084
0.03378953474444573,-0.32385877747840175,0.12107816803349536,0.13033681246249668
0.14455969934499208,0.4070863209856424,0.21800558402738143,-0.28149731003852785
0.3156441129192702,-0.5111605992837758,0.2353545570769242,-0.04789533058202525
-0.7285779099278332,0.800425670231939,-0.1582608168495164,-0.4337789877577713
-0.15983560817865067,0.9187146746204493,0.2894978184453968,0.8838972074961443
-0.23518632714639776,0.07134064756071978,0.9291481340335555,0.1544575661325342
-0.31943892412167096,0.12692363882639313,0.2378036020986822,0.9726607381645866
-0.13757112561334187,-0.47003713133294933,0.5217550487683849,-0.10197204496632212
0.7474706556171979,-1.0014064484727474,0.027704239289179367,-0.1607353768520422
-0.4329155578466216,0.22186977741692737,-0.40661670249035003,-0.09754728795654204
0.4841391772957404,-0.8494885110420098,0.10610013986295902,0.2659645749463543
-0.8414348858079024,-0.38460486410048955,-0.4721723442071728,-0.18609579779507052
-0.16744251499288743,0.27217555093229295,0.26253105935542054,-0.7657866273097287
0.0813765325525028,0.01922149851786531,-0.13551439904879214,0.2615038637333661
0.2931111656796391,0.2468073630937438,-0.3007488403859271,0.15465122102471757
0.3556132898964275,0.05066663337762256,0.2634808531408016,0.6108998961564426
0.3966736175999626,0.16249376170578106,0.2431064884970625,0.36131183638480857
-0.1743625361242188,0.7599468734396405,-0.2983076164379555,0.49217088121356123
-0.23117589633228358,-0.13822233463456085,0.4945815297010942,0.15082228695359196
0.4289879406285769,0.10352384157976788,-0.14375502135858498,-0.23030062017554925
-0.09565216244080745,0.2022894095174959,-1.035173368695898,-0.5822945501857816
-0.6378431616689609,-0.2380329590745888,0.03180559203286726,-1.2665695028899537
-0.5666436070017403,-1.1499472959692036,-0.2452819877764453,-0.6438089634228157
-0.45972614300080566,-1.3855250560847823,-0.8851095785899521,0.2260325459916901
0.24858037202688202,-0.4525892506337649,-0.26191040197071347,-0.47455165918108877
0.07121286803528262,0.20225460641543375,-0.9247116246980731,-0.14358924983377466
0.3452426770338841,-0.5932160107296977,-0.27073306111150275,-1.9436563949897856
-0.21362632316826713,0.22443244140640242,-1.7213491066704554,0.8382252865312574
0.07926984553835711,-0.12266214472253598,-0.08335562410258865,-1.6520803767460965
0.31279519698366837,-1.0225151111528397,-0.28368527836877566,0.9675574410976667
-0.1546732698601192,-0.23860569185118274,-0.9707491659741159,-0.923200435183801
0.22838761877870573,0.09536065796565082,0.38681468544605213,-1.0857249954601496
-0.33096297053332563,0.3534006978429659,0.4970612217444372,-0.8306544114425785
-0.1815269232825359,-0.8085115375732083,0.2863088506237282,0.5290053431924547
-0.19086894699916454,-0.047844821047907646,-0.7512646030711768,-0.35021221496900645
-0.5979198227945198,0.3775953497808209,0.47960345931989656,-1.0623852991990008
0.2434862403927909,-0.030007396460714764,0.25443781492864875,-0.3505346870632711
-0.23470117010136193,0.12279747476798634,-0.43014019698172923,0.5667840018189856
0.006247059363843715,-0.39827897573309956,-0.7721661064046853,0.05463368789656309
0.24037332945295448,-0.3102993006125616,-0.499452529961011,0.36550067105611306
0.22326558801497204,0.4021712220718967,0.1601122981575112,-0.6924700815091944
0.3326925544863931,0.2538378981819244,1.4197892002218726,0.221488294233658
-0.049242742254711806,0.5475867911915754,0.20849170182208504,0.3491848414543349
-0.21164915602207687,0.03146698698227773,0.0006329962739505812,-0.021575320092199507
-0.039859105453199525,0.2612275659582671,-0.5704557132545125,-0.2589795592488234
-0.8436672169790149,0.019394892661610416,0.45883674432358634,-0.1670940205304483
-0.7235562362115436,-0.19822269381946722,-0.868731601329007,0.829696624235606
-0.6613498061772012,-0.07107798016476108,0.13641666502881708,-0.11257877551455492
-0.4986234138007409,-0.8652081794364476,0.3591012170161234,-0.32591447058863343
0.1998871133617183,-1.2531084130958916,-0.3875059989890812,0.7506048042227862
-0.4527395276800304,0.9116674073604795,-0.9870067251364028,-0.29329676784625536
