Metric,Value
Total_Subjects,30873.0
Universal_AUC_Score,0.5072765736192144
Ketamine_Anesthesia_Mean,-1.7620135660359466
Propofol_Anesthesia_Mean,-3.2318045912490296
Difference_P_Value,0.0021652345820809935
