alpha,beta,V_potential
2.2537688442211055,0.006248579581323704,0.0039044746784135517
2.2613065326633164,0.006237216231913337,0.0038902866323643195
2.2688442211055277,0.006214489533092599,0.003861988015691746
2.2763819095477387,0.0061803994848614935,0.003819733779247622
2.2839195979899496,0.006134946087220022,0.0037637563493096242
2.291457286432161,0.0060781293401681764,0.003694365627581323
2.298994974874372,0.006009949243705967,0.003611948991192192
2.306532663316583,0.00593040579783339,0.0035169712926975878
2.3140703517587937,0.005839499002550444,0.0034099748600787626
2.321608040201005,0.005737228857857124,0.003291579496742856
2.329145728643216,0.005623595363753443,0.0031624824815229204
2.3366834170854274,0.005498598520239383,0.003023458568677874
2.3442211055276383,0.005362238327314965,0.002875359987892559
2.351758793969849,0.005214514784980178,0.0027191164442776873
2.35929648241206,0.005055427893235023,0.0025557351183698703
2.366834170854271,0.0048849776520795,0.0023863006661316143
2.3743718592964824,0.004703164061513598,0.0022119752189513077
2.3819095477386933,0.004509987121537338,0.0020339983836432647
2.3894472361809047,0.004305446832150698,0.001853687242447648
2.3969849246231156,0.004089543193353702,0.0016724363530305592
2.4045226130653266,0.0038622762051463374,0.001491717748483959
2.4120603015075375,0.0036236458675286045,0.0013130809373257135
2.419597989949749,0.0033736521805004895,0.0011381529034995704
2.4271356783919598,0.0031122951440620203,0.0009686381063752031
2.4346733668341707,0.002839574758213183,0.0008063184807481455
2.442211055276382,0.002555491022953961,0.000653053436839828
2.449748743718593,0.0022600439382843866,0.0005107798602976
2.457286432160804,0.0019532335042044447,0.00038151211219467746
2.464824120603015,0.001635059720714135,0.0002673420290301784
2.472361809045226,0.001305522587813437,0.00017043892272910932
2.479899497487437,0.0009646221055023903,9.304958064238646e-05
2.4874371859296485,0.0006123582737809545,3.749826554679904e-05
2.4949748743718594,0.0002487310926491712,6.186715645045056e-06
2.5025125628140703,-0.00012625943789298024,1.5941445657051334e-06
2.5100502512562812,-0.0005126133178454997,2.6277241363257125e-05
2.517587939698492,-0.0009103305472083872,8.287017051807215e-05
2.5251256281407035,-0.001319411125981667,0.00017408457193642104
2.5326633165829144,-0.0017398550541652914,0.0003027095609504508
2.540201005025126,-0.0021716623317593092,0.000471611728318228
2.5477386934673367,-0.00261483295876367,0.0006837351402236768
2.5552763819095476,-0.003069366935178399,0.0009421013382766437
2.5628140703517586,-0.003535264261003496,0.0012498093395128592
2.5703517587939695,-0.004012524936238961,0.0016100356363939474
2.577889447236181,-0.004501148960884823,0.0020260341968074518
2.585427135678392,-0.005001136334941055,0.002501136464066764
2.592964824120603,-0.005512487058407624,0.0030387513569111544
2.600502512562814,-0.0060352011312845635,0.0036423652695058463
2.608040201005025,-0.006569278553571869,0.004315542071441931
2.615577889447236,-0.007114719325269544,0.00506192310773639
2.6231155778894473,-0.00767152344637762,0.0058852271988321546
2.630653266331658,-0.00823969091689603,0.006789250640597895
2.6381909547738696,-0.008819221736824845,0.007777867204328381
2.6457286432160805,-0.009410115906163993,0.008855028136744056
2.6532663316582914,-0.010012373424913507,0.010024762159991424
2.6608040201005023,-0.010625994293073392,0.011291175471642828
2.6683417085427132,-0.011250978510643645,0.012658451744696505
2.6758793969849246,-0.011887326077624301,0.014130852127576676
2.6834170854271355,-0.01253503699401529,0.015712715244133188
2.690954773869347,-0.013194111259816687,0.017408457193642146
2.698492462311558,-0.01386454887502841,0.01922257155080516
2.7060301507537687,-0.014546349839650505,0.021159629365750023
2.7135678391959797,-0.015239514153682967,0.023224279164030342
2.7211055276381906,-0.015944041817125793,0.025421246946625602
2.728643216080402,-0.016659932829979036,0.027755336189941325
2.7361809045226133,-0.017387187192242644,0.030231427845808664
2.7437185929648242,-0.01812580490391658,0.032854480341484624
2.751256281407035,-0.018875785965000884,0.03562952957965242
2.758793969849246,-0.019637130375495554,0.03856168893842101
2.766331658291457,-0.02040983813540059,0.04165614927132523
2.7738693467336684,-0.021193909244716046,0.04491817890732602
2.7814070351758793,-0.021989343703441824,0.04835312365080964
2.7889447236180906,-0.022796141511578015,0.05196640678158903
2.7964824120603016,-0.023614302669124523,0.05576352905490216
2.8040201005025125,-0.024443827176081408,0.05975006870141357
2.8115577889447234,-0.025284715032448654,0.06393168142721349
2.8190954773869343,-0.02613696623822627,0.06831410041381798
2.8266331658291457,-0.027000580793414306,0.07290313631816935
2.8341708542713566,-0.027875558698012656,0.07770467727263491
2.841708542713568,-0.02876189995202143,0.08272468888500904
2.849246231155779,-0.029659604555440523,0.08796921423851081
2.85678391959799,-0.03056867250826998,0.09344437389178607
2.8643216080402008,-0.03148910381050981,0.0991563658789063
2.8718592964824117,-0.03242089846216,0.10511146570936884
2.879396984924623,-0.03336405646322062,0.11131602636809733
2.8869346733668344,-0.0343185778136916,0.11777647831544054
2.8944723618090453,-0.03528446251357291,0.12449932948717314
2.9020100502512562,-0.03626171056286457,0.1314911652944964
2.909547738693467,-0.03725032196156661,0.1387586486240371
2.917085427135678,-0.03825029670967901,0.14630851983784807
2.9246231155778895,-0.03926163480720184,0.1541475967734083
2.9321608040201004,-0.04028433625413498,0.16228277474362138
2.9396984924623117,-0.04131840105047855,0.17072102653681867
2.9472361809045227,-0.042363829196232425,0.1794694024167555
2.9547738693467336,-0.04342062069139667,0.18853503012261447
2.9623115577889445,-0.04448877553597129,0.1979251148690037
2.9698492462311554,-0.045568293729956265,0.20764693934595713
2.977386934673367,-0.04665917527335168,0.21770786371893525
2.984924623115578,-0.04776142016615746,0.22811532562882325
2.992462311557789,-0.048875028408373544,0.23887684019193212
3.0,-0.05,0.25
